alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
1.22,14.1,0,prag_unif,-338.807612861976,-6.214608098422191
1.22,14.05,0,prag_unif,-338.91720715519693,-6.214608098422191
1.22,14.3,0,prag_unif,-338.5778520965052,-6.214608098422191
1.22,14.21,0,prag_unif,-338.64043709915643,-6.214608098422191
1.22,14.7,0,prag_unif,-339.07083547690394,-5.521460917862246
1.19,14.7,0,prag_unif,-338.57394079609986,-6.214608098422191
1.19,15.35,0,prag_unif,-339.9691063601872,-6.214608098422191
1.19,14.69,0,prag_unif,-338.5764100415922,-6.214608098422191
1.19,15.2,0,prag_unif,-339.38602339337314,-6.214608098422191
1.19,14.26,0,prag_unif,-339.4280319711882,-6.214608098422191
1.19,14.23,0,prag_unif,-339.5437073449178,-6.214608098422191
1.19,14.34,0,prag_unif,-339.15633815304545,-6.214608098422191
1.19,14.67,0,prag_unif,-338.5836411038147,-6.214608098422191
1.19,14.94,0,prag_unif,-338.7392664132487,-6.214608098422191
1.19,15.22,0,prag_unif,-339.45509481820125,-6.214608098422191
1.19,14.76,0,prag_unif,-338.5750641015119,-6.214608098422191
1.18,14.43,0,prag_unif,-339.2851544534228,-6.214608098422191
1.18,14.92,0,prag_unif,-338.58384295898065,-6.214608098422191
1.18,15.24,0,prag_unif,-339.0891738255611,-6.214608098422191
1.18,14.88,0,prag_unif,-338.5723769329696,-6.214608098422191
1.18,15.28,0,prag_unif,-339.20244488437874,-5.115995809754082
1.17,15.53,0,prag_unif,-339.564744294517,-6.214608098422191
1.17,15.21,0,prag_unif,-338.7330931562633,-6.214608098422191
1.17,15.29,0,prag_unif,-338.87629904012573,-6.214608098422191
1.17,14.52,0,prag_unif,-339.4337845495826,-6.214608098422191
1.17,14.67,0,prag_unif,-338.9725731834103,-5.115995809754082
1.15,15.45,0,prag_unif,-338.67327825509324,-6.214608098422191
1.12,15.32,0,prag_unif,-339.1206123676548,-6.214608098422191
1.12,15.22,0,prag_unif,-339.4348848651076,-6.214608098422191
1.12,14.92,0,prag_unif,-340.8252399211147,-6.214608098422191
1.12,14.95,0,prag_unif,-340.6552784025829,-6.214608098422191
1.12,16.05,0,prag_unif,-338.9222916878249,-6.214608098422191
1.12,15.05,0,prag_unif,-340.1389024002834,-6.214608098422191
1.14,15.05,0,prag_unif,-339.06455457619586,-6.214608098422191
1.14,15.2,0,prag_unif,-338.74560617879746,-6.214608098422191
1.14,14.94,0,prag_unif,-339.40497880975977,-6.214608098422191
1.14,15.41,0,prag_unif,-338.57166226156045,-5.115995809754082
1.14,14.63,0,prag_unif,-340.86816405311316,-6.214608098422191
1.14,14.61,0,prag_unif,-340.98883754572194,-6.214608098422191
1.14,14.8,0,prag_unif,-339.97216895163683,-6.214608098422191
1.14,15.54,0,prag_unif,-338.6178814235894,-6.214608098422191
1.14,15.89,0,prag_unif,-339.2982916440591,-5.521460917862246
1.14,14.98,0,prag_unif,-339.2706023478208,-6.214608098422191
1.2,14.47,0,prag_unif,-338.63310603679975,-6.214608098422191
1.2,14.71,0,prag_unif,-338.62049847234937,-6.214608098422191
1.2,15.15,0,prag_unif,-339.70291337960657,-6.214608098422191
1.2,14.57,0,prag_unif,-338.57373593160725,-6.214608098422191
1.16,15.49,0,prag_unif,-339.0067812873329,-6.214608098422191
1.18,14.89,0,prag_unif,-338.57413706440445,-6.214608098422191
1.18,14.81,0,prag_unif,-338.5808812573638,-6.214608098422191
1.18,14.67,0,prag_unif,-338.70904337447746,-5.521460917862246
1.18,14.46,0,prag_unif,-339.1878954710398,-6.214608098422191
1.18,15.39,0,prag_unif,-339.5692253412504,-6.214608098422191
1.18,14.85,0,prag_unif,-338.5715456054369,-6.214608098422191
1.18,14.84,0,prag_unif,-338.5727571354292,-6.214608098422191
1.18,15.11,0,prag_unif,-338.79678142865197,-5.521460917862246
1.18,15.02,0,prag_unif,-338.6636294653898,-6.214608098422191
1.18,14.83,0,prag_unif,-338.57471579557165,-6.214608098422191
1.18,15.14,0,prag_unif,-338.853859999267,-6.214608098422191
1.18,15.42,0,prag_unif,-339.68312394581227,-6.214608098422191
1.18,14.58,0,prag_unif,-338.8714480956408,-6.214608098422191
1.18,14.75,0,prag_unif,-338.61748443167005,-5.521460917862246
1.18,14.02,0,prag_unif,-341.3705172682605,-6.214608098422191
1.18,14.48,0,prag_unif,-339.1271172374952,-6.214608098422191
1.18,15.04,0,prag_unif,-338.68824320719455,-6.214608098422191
1.18,14.26,0,prag_unif,-339.9764892176442,-6.214608098422191
1.18,15.3,0,prag_unif,-339.2631305135977,-6.214608098422191
1.18,14.25,0,prag_unif,-340.0246856042522,-6.214608098422191
1.18,15.17,0,prag_unif,-338.9172112131035,-6.214608098422191
1.18,15.22,0,prag_unif,-339.03661460597056,-6.214608098422191
1.18,14.64,0,prag_unif,-338.75613388572293,-6.214608098422191
1.18,14.9,0,prag_unif,-338.5766359006835,-6.214608098422191
1.16,14.9,0,prag_unif,-338.7753495815245,-6.214608098422191
1.16,14.77,0,prag_unif,-339.06606023191347,-6.214608098422191
1.12,15.77,0,prag_unif,-338.5790269655368,-6.214608098422191
1.17,15.32,0,prag_unif,-338.94130782229007,-6.214608098422191
1.17,15.51,0,prag_unif,-339.4928962563368,-6.214608098422191
1.17,16.45,0,prag_unif,-345.45713187246133,-6.214608098422191
1.17,15.82,0,prag_unif,-340.88985782680305,-6.214608098422191
1.17,14.1,0,prag_unif,-341.71136794574824,-6.214608098422191
1.17,15.24,0,prag_unif,-338.7816237699743,-6.214608098422191
1.17,14.99,0,prag_unif,-338.5712865155052,-5.521460917862246
1.17,14.78,0,prag_unif,-338.7468003109567,-6.214608098422191
1.17,14.82,0,prag_unif,-338.68779498443456,-6.214608098422191
1.17,15.05,0,prag_unif,-338.5810440821706,-6.214608098422191
1.21,14.66,0,prag_unif,-338.7142840488524,-5.521460917862246
1.2,14.46,0,prag_unif,-338.64337679030695,-6.214608098422191
1.22,14.51,0,prag_unif,-338.68340762003425,-6.214608098422191
1.22,13.9,0,prag_unif,-339.37494484803057,-6.214608098422191
1.27,13.51,0,prag_unif,-338.8126209963375,-6.214608098422191
1.27,13.81,0,prag_unif,-338.590192206941,-6.214608098422191
1.27,14.09,0,prag_unif,-339.07829060093104,-6.214608098422191
1.27,14.19,0,prag_unif,-339.40632012032887,-6.214608098422191
1.27,13.6,0,prag_unif,-338.66164195460055,-6.214608098422191
1.27,13.4,0,prag_unif,-339.09844569783985,-6.214608098422191
1.27,13.21,0,prag_unif,-339.8625637993249,-5.521460917862246
1.27,13.57,0,prag_unif,-338.70379018381914,-5.115995809754082
1.33,13.32,0,prag_unif,-338.8097941565095,-6.214608098422191
1.33,13.35,0,prag_unif,-338.8767530146429,-6.214608098422191
1.33,12.85,0,prag_unif,-338.8634592789694,-6.214608098422191
1.33,12.73,0,prag_unif,-339.22741196165373,-6.214608098422191
1.33,13.26,0,prag_unif,-338.70031199581325,-6.214608098422191
1.33,13.06,0,prag_unif,-338.5768041327365,-5.521460917862246
1.33,13.05,0,prag_unif,-338.58061055184845,-6.214608098422191
1.3,13.51,0,prag_unif,-338.61607638275086,-6.214608098422191
1.3,13.91,0,prag_unif,-339.66383266730537,-6.214608098422191
1.3,13.36,0,prag_unif,-338.58267542775116,-6.214608098422191
1.3,13.21,0,prag_unif,-338.75733720471095,-6.214608098422191
1.3,13.46,0,prag_unif,-338.58230309359203,-6.214608098422191
1.25,14.99,0,prag_unif,-342.54825171332465,-6.214608098422191
1.17,14.61,0,prag_unif,-339.13557262065024,-6.214608098422191
1.17,14.72,0,prag_unif,-338.8583194727327,-6.214608098422191
