alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
9.94,10.7,0,lit_unif,-342.85827711879864,-6.214608098422191
11.12,11.8,0,lit_unif,-341.54044334413516,-6.214608098422191
15.73,12.87,0,lit_unif,-343.1614654316111,-6.214608098422191
14.85,11.3,0,lit_unif,-341.71272495833983,-6.214608098422191
16.76,12.43,0,lit_unif,-342.1968290272865,-6.214608098422191
13.34,12.43,0,lit_unif,-342.19679246649605,-6.214608098422191
13.72,12.43,0,lit_unif,-342.19680524252516,-6.214608098422191
9.67,11.51,0,lit_unif,-341.5602849177667,-6.214608098422191
10.23,11.51,0,lit_unif,-341.56005544830487,-6.214608098422191
6.55,12.96,0,lit_unif,-343.2983894128944,-6.214608098422191
10.58,10.25,0,lit_unif,-344.48000763293714,-6.214608098422191
9.85,12.25,0,lit_unif,-341.9163420654181,-6.214608098422191
10.65,10.88,0,lit_unif,-342.3980265483739,-6.214608098422191
7,12.38,0,lit_unif,-342.0757996799343,-6.214608098422191
3.53,12.82,0,lit_unif,-341.54739694683974,-6.214608098422191
3.26,13.54,0,lit_unif,-341.7918143507445,-6.214608098422191
3.12,12.22,0,lit_unif,-342.65473371298725,-6.214608098422191
5.81,11.53,0,lit_unif,-341.58974685107324,-6.214608098422191
7.53,11.21,0,lit_unif,-341.83058712759583,-6.214608098422191
2.84,13.39,0,lit_unif,-341.71098967940424,-6.214608098422191
4.46,12.86,0,lit_unif,-342.2963948144872,-6.214608098422191
6.38,11.43,0,lit_unif,-341.6333074399269,-6.214608098422191
4.85,11.5,0,lit_unif,-341.73365765867845,-6.214608098422191
5.52,12.32,0,lit_unif,-341.8605169764342,-6.214608098422191
3.26,14.25,0,lit_unif,-342.9469996394972,-6.214608098422191
5.76,12.48,0,lit_unif,-342.1309882461764,-6.214608098422191
5.02,12.43,0,lit_unif,-341.8939350733317,-6.214608098422191
9.44,12.48,0,lit_unif,-342.28377195068754,-6.214608098422191
9.65,11.83,0,lit_unif,-341.5502293524987,-6.214608098422191
6.52,11.23,0,lit_unif,-341.8348850010992,-6.214608098422191
5.75,11.89,0,lit_unif,-341.5419272516436,-6.214608098422191
4.23,11.32,0,lit_unif,-342.35708764480154,-6.214608098422191
3.45,11.34,0,lit_unif,-343.93571904442956,-6.214608098422191
7.7,11.37,0,lit_unif,-341.65635290116717,-6.214608098422191
11.97,12.25,0,lit_unif,-341.917537551751,-6.214608098422191
12.89,12.46,0,lit_unif,-342.2500350492891,-6.214608098422191
16.31,11.83,0,lit_unif,-341.5506693172732,-6.214608098422191
17.48,11.59,0,lit_unif,-341.5327750307482,-6.214608098422191
21.71,12.46,0,lit_unif,-342.25009879457724,-6.214608098422191
22.64,11.63,0,lit_unif,-341.52555656245147,-6.214608098422191
18.23,11.32,0,lit_unif,-341.69291983266476,-6.214608098422191
18.06,11.17,0,lit_unif,-341.8690831955364,-6.214608098422191
15.03,12.24,0,lit_unif,-341.9042240939463,-6.214608098422191
15.48,12,0,lit_unif,-341.649507187008,-6.214608098422191
15.49,12.06,0,lit_unif,-341.7007881374088,-6.214608098422191
15.55,11.96,0,lit_unif,-341.62002084663345,-6.214608098422191
9.56,10.47,0,lit_unif,-343.6016196495902,-6.214608098422191
10.9,10.47,0,lit_unif,-343.5984141586287,-6.214608098422191
10.1,12.18,0,lit_unif,-341.8273883387114,-6.214608098422191
14.42,11.27,0,lit_unif,-341.74453900856184,-6.214608098422191
17.18,11.02,0,lit_unif,-342.11059690258537,-6.214608098422191
14.49,12.39,0,lit_unif,-342.12875596178486,-6.214608098422191
10.72,12.62,0,lit_unif,-342.56491332074376,-6.214608098422191
13.95,12.68,0,lit_unif,-342.69749504514164,-6.214608098422191
18.97,11.36,0,lit_unif,-341.65666595389393,-6.214608098422191
20.74,10.98,0,lit_unif,-342.1863587500453,-6.214608098422191
18.95,11.36,0,lit_unif,-341.6566659546576,-6.214608098422191
18.86,12.05,0,lit_unif,-341.6916598562319,-6.214608098422191
18.23,11.87,0,lit_unif,-341.5676482067041,-6.214608098422191
18.78,10.54,0,lit_unif,-343.35286797512856,-6.214608098422191
15.86,11.72,0,lit_unif,-341.524371550533,-6.214608098422191
22,11.76,0,lit_unif,-341.5304417784432,-6.214608098422191
17.22,11.76,0,lit_unif,-341.53044172098055,-6.214608098422191
15.44,12.4,0,lit_unif,-342.1454595172944,-6.214608098422191
14.12,11.62,0,lit_unif,-341.5269731603562,-6.214608098422191
11.91,11.62,0,lit_unif,-341.52698677086227,-6.214608098422191
13.39,12.72,0,lit_unif,-342.78930190805346,-6.214608098422191
9.87,11.53,0,lit_unif,-341.55180116674666,-6.214608098422191
5.61,10.93,0,lit_unif,-342.4937839939925,-6.214608098422191
4.83,11.42,0,lit_unif,-341.8329670630081,-6.214608098422191
6.15,11.42,0,lit_unif,-341.6507416409516,-6.214608098422191
8.22,11.77,0,lit_unif,-341.5313474941863,-6.214608098422191
11.09,12.04,0,lit_unif,-341.68254615986257,-6.214608098422191
8.34,11.8,0,lit_unif,-341.5390516522643,-6.214608098422191
11.82,12.15,0,lit_unif,-341.79320063602046,-6.214608098422191
15.22,10.81,0,lit_unif,-342.56336755347075,-6.214608098422191
15.34,10.69,0,lit_unif,-342.8846419846127,-6.214608098422191
15.86,12.67,0,lit_unif,-342.6750548128092,-6.214608098422191
15.19,12.74,0,lit_unif,-342.83644001820517,-6.214608098422191
18.18,12.4,0,lit_unif,-342.14546292282256,-6.214608098422191
15.17,12.03,0,lit_unif,-341.674095475666,-6.214608098422191
17.1,13.49,0,lit_unif,-345.13461612463465,-6.214608098422191
18.8,11.6,0,lit_unif,-341.53058040779854,-6.214608098422191
15.83,11.33,0,lit_unif,-341.6834399061406,-6.214608098422191
18.53,10.6,0,lit_unif,-343.15653022028556,-6.214608098422191
17.83,11.81,0,lit_unif,-341.5436521756346,-6.214608098422191
14.92,11.06,0,lit_unif,-342.03966706962126,-6.214608098422191
16.78,11.06,0,lit_unif,-342.0396620489256,-6.214608098422191
15.42,12.05,0,lit_unif,-341.6916579910789,-6.214608098422191
14.1,11.65,0,lit_unif,-341.52350138933576,-6.214608098422191
16.62,12.57,0,lit_unif,-342.46146151343174,-6.214608098422191
