alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
3.8,18.14,0.52,prag_emp,-548.9379211903172,-6.214608098422191
3.8,16.51,0.51,prag_emp,-549.740753267502,-6.214608098422191
4.01,15.56,0.57,prag_emp,-550.7214899110918,-6.214608098422191
3.81,19.05,0.58,prag_emp,-547.1655107426833,-6.214608098422191
3.38,19.9,0.62,prag_emp,-546.8910406032552,-6.214608098422191
3.62,19.16,0.57,prag_emp,-546.6477680549382,-6.214608098422191
3.58,19.9,0.55,prag_emp,-547.0439187456816,-6.214608098422191
3.72,19.16,0.61,prag_emp,-546.2357512799559,-6.214608098422191
3.66,17.51,0.57,prag_emp,-547.5184904408416,-6.214608098422191
3.66,18.49,0.67,prag_emp,-547.0260621262919,-6.214608098422191
3.8,18.23,0.63,prag_emp,-547.0539360028955,-6.214608098422191
3.54,18.39,0.58,prag_emp,-547.0188210656946,-6.214608098422191
3.74,16.92,0.58,prag_emp,-547.9570122725435,-6.214608098422191
3.81,18.1,0.59,prag_emp,-547.3215080212494,-6.214608098422191
3.81,19.08,0.62,prag_emp,-546.6724312057386,-6.214608098422191
3.64,19.67,0.63,prag_emp,-545.7610991131236,-6.214608098422191
3.64,19.66,0.6,prag_emp,-545.9601007701733,-6.214608098422191
3.64,19.76,0.6,prag_emp,-545.9278215753596,-6.214608098422191
3.64,19.1,0.56,prag_emp,-546.9200462335028,-6.214608098422191
3.64,18.61,0.58,prag_emp,-546.6870083660663,-6.214608098422191
3.64,17.91,0.62,prag_emp,-546.9173936191133,-6.214608098422191
3.64,19.52,0.61,prag_emp,-545.9062137589758,-6.214608098422191
3.64,19.91,0.61,prag_emp,-545.7628586859506,-6.214608098422191
3.67,18.22,0.68,prag_emp,-547.5288771352696,-6.214608098422191
3.59,18.54,0.57,prag_emp,-546.9353587026676,-6.214608098422191
3.59,19.17,0.61,prag_emp,-546.0917541779306,-6.214608098422191
3.3,18.44,0.65,prag_emp,-549.644470219995,-6.214608098422191
4.05,19.06,0.61,prag_emp,-549.2098018987871,-6.214608098422191
3.48,18.44,0.62,prag_emp,-547.1119164584924,-6.214608098422191
3.48,18.86,0.62,prag_emp,-546.7477339525692,-6.214608098422191
3.83,18.51,0.62,prag_emp,-547.0528807585333,-6.214608098422191
3.83,19.92,0.58,prag_emp,-547.2547402254289,-6.214608098422191
3.83,19.45,0.62,prag_emp,-546.6949595909268,-6.214608098422191
3.83,18.29,0.64,prag_emp,-547.2527972508047,-6.214608098422191
3.4,18.29,0.69,prag_emp,-549.3541067314934,-6.214608098422191
3.4,19.75,0.57,prag_emp,-547.3721348053173,-6.214608098422191
3.4,19.56,0.61,prag_emp,-546.9396494625082,-6.214608098422191
3.25,19.36,0.61,prag_emp,-549.2650316587401,-6.214608098422191
3.38,19.55,0.58,prag_emp,-547.483614958738,-6.214608098422191
3.38,19.55,0.52,prag_emp,-549.0819630202141,-6.214608098422191
3.38,18.4,0.68,prag_emp,-549.1554056579702,-6.214608098422191
3.38,18.56,0.6,prag_emp,-548.012076577749,-6.214608098422191
4.15,19.49,0.6,prag_emp,-550.8758887521011,-6.214608098422191
3.8,19.9,0.66,prag_emp,-546.4790270528018,-6.214608098422191
3.89,19.9,0.67,prag_emp,-547.3694844426478,-6.214608098422191
3.56,19.9,0.66,prag_emp,-545.9353855233122,-6.214608098422191
3.56,19.98,0.63,prag_emp,-545.6705199215448,-6.214608098422191
3.56,19.9,0.72,prag_emp,-547.779713526209,-6.214608098422191
3.56,18.71,0.66,prag_emp,-546.81656827965,-6.214608098422191
3.56,19.06,0.62,prag_emp,-546.195008943995,-6.214608098422191
3.56,19.26,0.61,prag_emp,-546.1066775970147,-6.214608098422191
3.56,18.12,0.55,prag_emp,-547.6610593895969,-6.214608098422191
3.75,19.38,0.61,prag_emp,-546.2826435403613,-6.214608098422191
4.04,17.26,0.63,prag_emp,-549.684518723019,-6.214608098422191
3.73,16.29,0.55,prag_emp,-548.8803189567278,-6.214608098422191
3.73,17.89,0.59,prag_emp,-547.1023898446526,-6.214608098422191
3.73,20,0.62,prag_emp,-545.9286452162473,-6.214608098422191
3.73,19.77,0.61,prag_emp,-546.0731844632593,-6.214608098422191
3.56,18.97,0.71,prag_emp,-548.0798831832706,-6.214608098422191
3.73,19.35,0.61,prag_emp,-546.2018719350606,-6.214608098422191
3.67,18.11,0.65,prag_emp,-546.9893383131482,-6.214608098422191
3.67,17.9,0.6,prag_emp,-546.9332161568638,-6.214608098422191
3.36,19.64,0.62,prag_emp,-547.3051023916812,-6.214608098422191
3.63,19.04,0.67,prag_emp,-546.5872247965772,-6.214608098422191
3.57,19.04,0.72,prag_emp,-548.4248593025227,-6.214608098422191
3.57,19.81,0.64,prag_emp,-545.7614914338494,-6.214608098422191
3.57,18.99,0.57,prag_emp,-546.7590301862175,-6.214608098422191
3.78,17.54,0.66,prag_emp,-547.9072846575291,-6.214608098422191
3.75,18.7,0.7,prag_emp,-547.9023701547255,-6.214608098422191
3.75,19.31,0.63,prag_emp,-546.2274945193332,-6.214608098422191
3.75,19.72,0.61,prag_emp,-546.184990114903,-6.214608098422191
3.75,18.77,0.66,prag_emp,-546.7873649807392,-6.214608098422191
3.75,19.9,0.56,prag_emp,-547.2393808852171,-6.214608098422191
3.35,19.6,0.6,prag_emp,-547.5515578008559,-6.214608098422191
3.35,19.92,0.62,prag_emp,-547.2314950429627,-6.214608098422191
3.37,19.92,0.67,prag_emp,-547.472941711486,-6.214608098422191
3.37,19.78,0.63,prag_emp,-547.0938326233369,-6.214608098422191
3.9,19.18,0.62,prag_emp,-547.3685224486949,-6.214608098422191
3.46,19.84,0.65,prag_emp,-546.3358676091077,-6.214608098422191
3.46,19.62,0.69,prag_emp,-547.3582907652774,-6.214608098422191
3.5,19.97,0.65,prag_emp,-546.0017671412318,-6.214608098422191
3.44,19.22,0.65,prag_emp,-546.9767178312878,-6.214608098422191
3.83,17.9,0.71,prag_emp,-549.3267481351788,-6.214608098422191
3.83,19.91,0.64,prag_emp,-546.5427904907312,-5.521460917862246
3.83,17.54,0.6,prag_emp,-547.6787176899411,-6.214608098422191
3.83,18.88,0.57,prag_emp,-547.5586085142961,-6.214608098422191
3.83,18.62,0.56,prag_emp,-547.8447812400285,-6.214608098422191
3.73,19.13,0.64,prag_emp,-546.2656520244293,-6.214608098422191
3.73,19.67,0.62,prag_emp,-546.0242367153928,-6.214608098422191
3.73,18.87,0.55,prag_emp,-547.4952222387243,-6.214608098422191
3.73,17.73,0.56,prag_emp,-547.6333847560942,-6.214608098422191
3.57,19.43,0.6,prag_emp,-546.0803615669964,-6.214608098422191
3.57,18.68,0.67,prag_emp,-547.0133617408629,-6.214608098422191
3.57,18.34,0.56,prag_emp,-547.2869131490484,-6.214608098422191
3.59,19.25,0.56,prag_emp,-546.8699870770835,-6.214608098422191
3.59,19.26,0.66,prag_emp,-546.285280410522,-6.214608098422191
3.59,18.95,0.64,prag_emp,-546.2647387587559,-6.214608098422191
3.59,17.16,0.59,prag_emp,-547.7991782977923,-6.214608098422191
3.59,19.85,0.58,prag_emp,-546.2322348423397,-6.214608098422191
3.46,19.85,0.56,prag_emp,-547.1201056181959,-6.214608098422191
3.46,19.43,0.56,prag_emp,-547.2683449215504,-6.214608098422191
3.46,18.19,0.59,prag_emp,-547.5825962795892,-6.214608098422191
3.63,17.03,0.56,prag_emp,-548.0932255066987,-6.214608098422191
3.63,18.62,0.57,prag_emp,-546.8592631708779,-6.214608098422191
3.63,18.62,0.66,prag_emp,-546.7243237777953,-6.214608098422191
3.63,18.55,0.61,prag_emp,-546.4279404225138,-6.214608098422191
3.82,19.76,0.67,prag_emp,-546.8286414339719,-6.214608098422191
3.82,19.76,0.62,prag_emp,-546.5437458841329,-6.214608098422191
3.72,18.99,0.6,prag_emp,-546.3966604701704,-6.214608098422191
3.48,19.36,0.63,prag_emp,-546.3889771177757,-6.214608098422191
3.48,19.24,0.65,prag_emp,-546.641260139085,-6.214608098422191
3.38,19.71,0.64,prag_emp,-547.0842159556034,-6.214608098422191
3.38,18.4,0.61,prag_emp,-548.1458226493266,-6.214608098422191
3.38,19.15,0.6,prag_emp,-547.5124507530968,-6.214608098422191
3.38,19.03,0.6,prag_emp,-547.6060019076592,-6.214608098422191
3.38,19.45,0.6,prag_emp,-547.2956970025425,-6.214608098422191
3.42,19.89,0.69,prag_emp,-547.4861879656368,-6.214608098422191
3.42,19.62,0.6,prag_emp,-546.7852683298223,-6.214608098422191
3.42,17.98,0.64,prag_emp,-548.3330533572266,-6.214608098422191
3.53,18.53,0.54,prag_emp,-547.8126438741623,-6.214608098422191
3.61,19.9,0.63,prag_emp,-545.6473799295928,-6.214608098422191
3.61,17.95,0.63,prag_emp,-546.9847897472966,-6.214608098422191
4.02,18,0.67,prag_emp,-549.5787677621887,-6.214608098422191
4.02,18.66,0.67,prag_emp,-549.2373748251653,-6.214608098422191
3.87,18.82,0.74,prag_emp,-550.3406031782445,-6.214608098422191
3.56,18.32,0.67,prag_emp,-547.4048699472653,-6.214608098422191
3.56,19.99,0.72,prag_emp,-547.7186520532936,-6.214608098422191
3.73,19.99,0.59,prag_emp,-546.3371517373744,-6.214608098422191
3.73,19.54,0.64,prag_emp,-546.0670569145755,-6.214608098422191
3.73,18.25,0.62,prag_emp,-546.730981820577,-6.214608098422191
3.73,19.55,0.68,prag_emp,-546.6487292911361,-6.214608098422191
3.73,18.19,0.61,prag_emp,-546.7817958542853,-6.214608098422191
3.7,16.53,0.58,prag_emp,-548.3147111008551,-6.214608098422191
3.7,19.41,0.64,prag_emp,-546.0243884077354,-6.214608098422191
3.7,18.74,0.61,prag_emp,-546.3753919151578,-6.214608098422191
3.7,18.73,0.67,prag_emp,-546.8676695212689,-6.214608098422191
3.55,18.73,0.64,prag_emp,-546.5634182266054,-6.214608098422191
3.5,19.16,0.68,prag_emp,-547.1759342011449,-6.214608098422191
3.56,18.38,0.65,prag_emp,-546.9569376379699,-6.214608098422191
3.56,19.91,0.67,prag_emp,-546.1044205917483,-6.214608098422191
3.56,17.11,0.58,prag_emp,-548.0472938198734,-6.214608098422191
3.56,17.68,0.63,prag_emp,-547.4447305647299,-6.214608098422191
3.78,19.02,0.63,prag_emp,-546.5083373492988,-6.214608098422191
3.78,19.46,0.63,prag_emp,-546.3258770867888,-6.214608098422191
3.78,18.79,0.59,prag_emp,-546.8706866668533,-6.214608098422191
3.78,19.71,0.7,prag_emp,-547.3991639941321,-6.214608098422191
3.78,19.91,0.64,prag_emp,-546.1885550425935,-6.214608098422191
3.72,19.52,0.62,prag_emp,-546.0350560203455,-6.214608098422191
3.72,19.93,0.61,prag_emp,-545.9884531722814,-6.214608098422191
3.36,18.33,0.6,prag_emp,-548.4979978225281,-6.214608098422191
3.43,18.91,0.58,prag_emp,-547.3892541005764,-6.214608098422191
3.43,19.12,0.65,prag_emp,-547.157788169498,-6.214608098422191
3.43,19.92,0.59,prag_emp,-546.6681626459405,-6.214608098422191
3.43,19.65,0.65,prag_emp,-546.717650664481,-6.214608098422191
3.43,18.44,0.64,prag_emp,-547.6991970818799,-6.214608098422191
3.43,17.8,0.62,prag_emp,-548.2518217989868,-6.214608098422191
3.59,19.65,0.62,prag_emp,-545.7955163092948,-6.214608098422191
3.59,19.57,0.61,prag_emp,-545.88997316374,-6.214608098422191
3.59,18.81,0.63,prag_emp,-546.3057477711156,-6.214608098422191
3.59,19.64,0.63,prag_emp,-545.7870229102593,-6.214608098422191
3.55,17.96,0.63,prag_emp,-547.1950600558199,-6.214608098422191
3.55,19.28,0.63,prag_emp,-546.0928615937532,-6.214608098422191
3.72,17.43,0.68,prag_emp,-548.3853727273012,-6.214608098422191
3.72,18.13,0.64,prag_emp,-546.9047623439972,-6.214608098422191
3.72,18.81,0.64,prag_emp,-546.4180254683121,-6.214608098422191
3.72,17.44,0.67,prag_emp,-548.1005593003925,-6.214608098422191
3.72,17.25,0.62,prag_emp,-547.5496969974658,-6.214608098422191
3.72,19.8,0.56,prag_emp,-547.0708237511294,-6.214608098422191
3.72,19.81,0.64,prag_emp,-545.9158774448805,-6.214608098422191
3.72,19.98,0.58,prag_emp,-546.5098993234167,-6.214608098422191
3.43,19.81,0.66,prag_emp,-546.7387644219981,-6.214608098422191
3.44,19.95,0.58,prag_emp,-546.753636249126,-6.214608098422191
3.44,17.87,0.59,prag_emp,-548.0756858061968,-6.214608098422191
3.44,18.77,0.53,prag_emp,-548.5189291210462,-6.214608098422191
3.85,18.34,0.6,prag_emp,-547.370861428708,-6.214608098422191
3.85,17.35,0.57,prag_emp,-548.2112684078886,-6.214608098422191
3.85,15.7,0.55,prag_emp,-549.7732615489789,-6.214608098422191
3.85,14.07,0.53,prag_emp,-552.3030606016995,-6.214608098422191
3.96,16.05,0.59,prag_emp,-549.7811137619918,-6.214608098422191
3.5,18.02,0.63,prag_emp,-547.437460505558,-6.214608098422191
3.5,17.57,0.55,prag_emp,-548.3591446404398,-6.214608098422191
3.5,18.99,0.54,prag_emp,-547.7571858015402,-6.214608098422191
3.5,19.22,0.58,prag_emp,-546.7147223647505,-6.214608098422191
3.5,19.11,0.6,prag_emp,-546.5195765166026,-6.214608098422191
3.57,17.61,0.57,prag_emp,-547.6247652594262,-6.214608098422191
3.57,19.39,0.59,prag_emp,-546.2288644646527,-6.214608098422191
3.57,18.5,0.56,prag_emp,-547.2013493319834,-6.214608098422191
3.57,19.57,0.56,prag_emp,-546.8062658096147,-6.214608098422191
3.72,18.52,0.61,prag_emp,-546.5503889993017,-6.214608098422191
3.74,18.27,0.53,prag_emp,-548.2623755623731,-6.214608098422191
3.74,17.72,0.57,prag_emp,-547.4901912111447,-6.214608098422191
3.74,19.32,0.62,prag_emp,-546.1944522654287,-6.214608098422191
3.74,17.43,0.68,prag_emp,-548.414027264688,-6.214608098422191
3.74,17.43,0.64,prag_emp,-547.5787696515239,-6.214608098422191
3.41,19.23,0.67,prag_emp,-547.6246574802235,-6.214608098422191
3.64,18.18,0.6,prag_emp,-546.7286360936064,-6.214608098422191
3.4,18.96,0.52,prag_emp,-549.0948843521253,-6.214608098422191
3.4,19.79,0.57,prag_emp,-547.3544236197647,-6.214608098422191
3.4,17.11,0.63,prag_emp,-549.6465148746262,-6.214608098422191
3.49,17.11,0.61,prag_emp,-548.4833103397306,-6.214608098422191
3.57,17.11,0.46,prag_emp,-551.0460239874435,-6.214608098422191
3.79,17.96,0.46,prag_emp,-551.4317868032741,-6.214608098422191
3.58,19.58,0.56,prag_emp,-546.7937936639343,-6.214608098422191
3.63,19.39,0.6,prag_emp,-546.0521337373428,-6.214608098422191
3.63,19.73,0.65,prag_emp,-545.8262075532391,-6.214608098422191
3.63,19.95,0.56,prag_emp,-546.7611835223239,-6.214608098422191
3.63,19.95,0.61,prag_emp,-545.7385690034484,-6.214608098422191
3.63,19.85,0.65,prag_emp,-545.7641719426335,-6.214608098422191
3.55,18.98,0.65,prag_emp,-546.4696429286109,-6.214608098422191
3.55,19.31,0.62,prag_emp,-546.0688520205775,-6.214608098422191
3.55,19.63,0.57,prag_emp,-546.5701093639166,-6.214608098422191
3.4,19.63,0.66,prag_emp,-547.17546410807,-6.214608098422191
3.74,18.66,0.61,prag_emp,-546.5404225765143,-6.214608098422191
3.74,19.73,0.6,prag_emp,-546.2561314654323,-6.214608098422191
3.74,19.48,0.61,prag_emp,-546.2026678587905,-6.214608098422191
3.62,19.62,0.61,prag_emp,-545.8542232743372,-6.214608098422191
3.62,18.82,0.59,prag_emp,-546.438575258053,-6.214608098422191
3.62,18.76,0.64,prag_emp,-546.3570602848565,-6.214608098422191
3.62,18.15,0.61,prag_emp,-546.7330677771338,-6.214608098422191
3.62,19.53,0.57,prag_emp,-546.543396102505,-6.214608098422191
3.62,18.65,0.59,prag_emp,-546.5302757377392,-6.214608098422191
3.62,18.97,0.59,prag_emp,-546.3640565756338,-6.214608098422191
3.92,19.95,0.69,prag_emp,-548.1161168053316,-6.214608098422191
3.92,19.95,0.55,prag_emp,-549.1373680686376,-6.214608098422191
3.92,18.18,0.6,prag_emp,-548.0105249306717,-6.214608098422191
3.92,19.3,0.62,prag_emp,-547.538662044508,-6.214608098422191
3.92,19.37,0.67,prag_emp,-547.8421327916784,-6.214608098422191
3.64,19.22,0.64,prag_emp,-546.0368075225289,-6.214608098422191
3.64,19.94,0.7,prag_emp,-546.8327049018061,-6.214608098422191
3.64,18.25,0.67,prag_emp,-547.2565492463398,-6.214608098422191
3.64,17.19,0.67,prag_emp,-548.4493122385618,-6.214608098422191
3.64,18.11,0.61,prag_emp,-546.7422674343055,-6.214608098422191
3.64,17.84,0.56,prag_emp,-547.466095273862,-6.214608098422191
3.64,19.06,0.61,prag_emp,-546.121676017395,-6.214608098422191
3.64,19.41,0.66,prag_emp,-546.1420680995645,-6.214608098422191
3.64,19.24,0.64,prag_emp,-546.0246945653872,-6.214608098422191
3.64,19.26,0.65,prag_emp,-546.1018156998699,-6.214608098422191
3.64,19.5,0.56,prag_emp,-546.8336428266506,-6.214608098422191
3.64,18.53,0.47,prag_emp,-550.3798691462994,-6.214608098422191
3.64,18.33,0.57,prag_emp,-547.0009334479867,-6.214608098422191
3.64,18.54,0.7,prag_emp,-547.8904059473319,-6.214608098422191
3.64,19.19,0.6,prag_emp,-546.143232496461,-6.214608098422191
3.54,17.03,0.6,prag_emp,-548.1858652029141,-6.214608098422191
3.54,19.43,0.67,prag_emp,-546.5017004902617,-6.214608098422191
3.54,19.68,0.69,prag_emp,-546.8394745325778,-6.214608098422191
3.73,18.62,0.61,prag_emp,-546.5258824301427,-6.214608098422191
3.65,19.59,0.63,prag_emp,-545.8082350529556,-6.214608098422191
3.65,18.22,0.61,prag_emp,-546.6533365127533,-6.214608098422191
3.65,19.49,0.64,prag_emp,-545.8889446841278,-6.214608098422191
3.65,19.03,0.59,prag_emp,-546.3474516988855,-6.214608098422191
3.65,18.06,0.56,prag_emp,-547.3377071819855,-6.214608098422191
3.65,19.75,0.65,prag_emp,-545.8298429243088,-6.214608098422191
3.65,19.23,0.67,prag_emp,-546.447997217965,-6.214608098422191
3.5,18.64,0.62,prag_emp,-546.7949295905655,-6.214608098422191
3.3,17.54,0.66,prag_emp,-551.1260272949517,-6.214608098422191
3.54,19.69,0.66,prag_emp,-546.131293283568,-6.214608098422191
3.54,19.89,0.57,prag_emp,-546.522009966613,-6.214608098422191
3.54,19.8,0.65,prag_emp,-545.9302568154415,-6.214608098422191
3.54,19.21,0.6,prag_emp,-546.2770980630054,-6.214608098422191
3.76,17.22,0.52,prag_emp,-548.9585201831809,-6.214608098422191
3.76,18.62,0.62,prag_emp,-546.6111523229974,-6.214608098422191
3.76,18.71,0.62,prag_emp,-546.5629146791871,-6.214608098422191
4.02,19.1,0.66,prag_emp,-548.900985465042,-6.214608098422191
3.6,18.83,0.6,prag_emp,-546.3440461406238,-6.214608098422191
3.64,19.4,0.62,prag_emp,-545.9035119047728,-6.214608098422191
3.64,18.45,0.61,prag_emp,-546.4913060820013,-6.214608098422191
3.64,19.97,0.6,prag_emp,-545.8673459856102,-6.214608098422191
3.64,18.47,0.6,prag_emp,-546.5318859708116,-6.214608098422191
3.66,17.92,0.65,prag_emp,-547.1706823310914,-6.214608098422191
3.59,19.75,0.65,prag_emp,-545.8370152612451,-6.214608098422191
3.77,18.42,0.59,prag_emp,-546.9633835844842,-6.214608098422191
3.77,18.62,0.61,prag_emp,-546.688839940142,-6.214608098422191
3.68,19.89,0.61,prag_emp,-545.852839600907,-6.214608098422191
3.68,19.89,0.68,prag_emp,-546.3151693447223,-6.214608098422191
3.68,19.69,0.67,prag_emp,-546.2016463947896,-6.214608098422191
3.68,18.95,0.65,prag_emp,-546.3368664150363,-6.214608098422191
3.68,19.72,0.6,prag_emp,-546.021714449721,-6.214608098422191
3.68,18.92,0.62,prag_emp,-546.2014011875473,-6.214608098422191
3.4,19.83,0.53,prag_emp,-548.4798517260054,-6.214608098422191
3.62,19.58,0.58,prag_emp,-546.3059522333886,-6.214608098422191
3.62,19.29,0.68,prag_emp,-546.6479374597934,-6.214608098422191
3.62,19.85,0.67,prag_emp,-546.0542904365585,-6.214608098422191
3.51,19.79,0.72,prag_emp,-548.0691894219476,-6.214608098422191
3.51,18.89,0.61,prag_emp,-546.5506540637675,-6.214608098422191
3.51,18.36,0.65,prag_emp,-547.2450487033279,-6.214608098422191
3.51,17.78,0.59,prag_emp,-547.5865464237185,-6.214608098422191
3.51,17.12,0.55,prag_emp,-548.7044235942511,-6.214608098422191
3.51,16.46,0.59,prag_emp,-549.1789456661968,-6.214608098422191
3.51,19.91,0.59,prag_emp,-546.1977803034139,-6.214608098422191
3.51,19.91,0.66,prag_emp,-546.1172623615233,-6.214608098422191
3.48,19.74,0.66,prag_emp,-546.404079754951,-6.214608098422191
