alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
3.81,38.33,0,lit_unif,-844.8232264788955,-6.214608098422191
4.26,32.81,0,lit_unif,-844.725543555731,-6.214608098422191
4.26,31.46,0,lit_unif,-844.725543555731,-6.214608098422191
4.04,34.45,0,lit_unif,-844.3620309951817,-6.214608098422191
4.04,30.48,0,lit_unif,-844.3620309951817,-6.214608098422191
4.04,32.64,0,lit_unif,-844.3620309951817,-6.214608098422191
4.29,29.97,0,lit_unif,-844.8268788193152,-6.214608098422191
4.29,25.82,0,lit_unif,-844.8268788193152,-6.214608098422191
4.29,28.57,0,lit_unif,-844.8268788193152,-6.214608098422191
4.07,29.39,0,lit_unif,-844.3692459383658,-6.214608098422191
4.34,31.31,0,lit_unif,-845.0206702060632,-6.214608098422191
4.34,33.39,0,lit_unif,-845.0206702060632,-6.214608098422191
4.07,34.89,0,lit_unif,-844.3692459383658,-6.214608098422191
3.72,38.59,0,lit_unif,-845.2828692078328,-6.214608098422191
4.02,39.02,0,lit_unif,-844.3652649620361,-6.214608098422191
4.02,36.81,0,lit_unif,-844.3652649620361,-6.214608098422191
4.02,36.23,0,lit_unif,-844.3652649620361,-6.214608098422191
4.02,39.69,0,lit_unif,-844.3652649620361,-6.214608098422191
3.76,36.15,0,lit_unif,-845.0573917750988,-6.214608098422191
3.96,35,0,lit_unif,-844.4150202026345,-6.214608098422191
3.96,34.93,0,lit_unif,-844.4150202026345,-6.214608098422191
3.77,30.07,0,lit_unif,-845.0063884878341,-6.214608098422191
4.48,31.13,0,lit_unif,-845.7169618560979,-6.214608098422191
4.48,34.47,0,lit_unif,-845.7169618560979,-6.214608098422191
4.38,33.03,0,lit_unif,-845.1972130822116,-6.214608098422191
4.42,30.96,0,lit_unif,-845.3920418133113,-6.214608098422191
4.29,33.56,0,lit_unif,-844.8268788193152,-6.214608098422191
4.17,39.86,0,lit_unif,-844.4927837011256,-6.214608098422191
4.17,30.85,0,lit_unif,-844.4927837011256,-6.214608098422191
3.94,28.34,0,lit_unif,-844.4454062833406,-6.214608098422191
3.87,29.62,0,lit_unif,-844.6088572156419,-6.214608098422191
3.81,27.17,0,lit_unif,-844.8232264788955,-6.214608098422191
3.81,27.78,0,lit_unif,-844.8232264788955,-6.214608098422191
3.83,26.26,0,lit_unif,-844.7438764441024,-6.214608098422191
4.31,28.51,0,lit_unif,-844.900723990712,-6.214608098422191
