alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
27.1,11.81,0.17,lit_emp,-323.6525289478758,-6.214608098422191
24.44,12.03,0.18,lit_emp,-323.85297617688036,-6.214608098422191
18.21,12.16,0.18,lit_emp,-324.04177843824414,-6.214608098422191
17.44,11.51,0.18,lit_emp,-323.51039397672247,-6.214608098422191
16.68,12.49,0.15,lit_emp,-324.859388598726,-6.214608098422191
17.66,11.92,0.17,lit_emp,-323.7393445730287,-6.214608098422191
20.79,11.85,0.17,lit_emp,-323.68065084299224,-6.214608098422191
21.21,12,0.17,lit_emp,-323.8209659696968,-6.214608098422191
20.75,10.56,0.18,lit_emp,-324.8396156130936,-6.214608098422191
22.03,11.7,0.15,lit_emp,-323.97521623519924,-6.214608098422191
22.77,11.7,0.14,lit_emp,-324.3200628527913,-6.214608098422191
21.75,11.45,0.23,lit_emp,-324.5463282556305,-6.214608098422191
20.71,10.6,0.24,lit_emp,-325.54148566222415,-6.214608098422191
21.42,10.45,0.14,lit_emp,-326.4426109823881,-6.214608098422191
19.53,10.9,0.18,lit_emp,-324.04489280210265,-6.214608098422191
20.71,10.12,0.18,lit_emp,-326.46262596122654,-6.214608098422191
23.18,11.76,0.16,lit_emp,-323.75549345757935,-6.214608098422191
20.55,11.76,0.2,lit_emp,-323.81131137565956,-6.214608098422191
16.7,11.75,0.2,lit_emp,-323.80257877863386,-6.214608098422191
16.53,11.89,0.2,lit_emp,-323.9476213473721,-6.214608098422191
16.57,11.56,0.18,lit_emp,-323.5131764357626,-6.214608098422191
11.01,12.35,0.18,lit_emp,-324.38634492312036,-6.214608098422191
9.77,11.68,0.18,lit_emp,-323.5463600885277,-6.214608098422191
9.73,10.78,0.16,lit_emp,-324.6621396433653,-6.214608098422191
8.7,11.18,0.21,lit_emp,-323.9194136894848,-6.214608098422191
6.92,11.81,0.21,lit_emp,-324.08826642628424,-6.214608098422191
12.21,11.81,0.27,lit_emp,-327.4324974027593,-6.214608098422191
10.68,10.96,0.27,lit_emp,-326.6824634774451,-6.214608098422191
11.81,11.64,0.19,lit_emp,-323.58069593197126,-6.214608098422191
8.63,12.47,0.18,lit_emp,-324.6370183791381,-6.214608098422191
10.53,12.34,0.17,lit_emp,-324.33315058460187,-6.214608098422191
7.18,11.11,0.14,lit_emp,-324.76499125664935,-6.214608098422191
9.68,11.63,0.19,lit_emp,-323.5758780569294,-6.214608098422191
14.78,10.69,0.18,lit_emp,-324.4907687338936,-6.214608098422191
14.19,10.96,0.22,lit_emp,-324.342679142655,-6.214608098422191
13.58,10.46,0.15,lit_emp,-325.9528467705686,-6.214608098422191
12.25,11.1,0.22,lit_emp,-324.2201793289598,-6.214608098422191
14.19,11.25,0.17,lit_emp,-323.6967061501212,-6.214608098422191
15.96,11.25,0.16,lit_emp,-323.8827405568037,-6.214608098422191
19.82,11.46,0.15,lit_emp,-324.0090740182184,-6.214608098422191
18.82,12.4,0.18,lit_emp,-324.49096888404625,-6.214608098422191
21.96,10.51,0.11,lit_emp,-328.15953350332825,-6.214608098422191
26.43,12.19,0.17,lit_emp,-324.0752534600616,-6.214608098422191
23.78,11.58,0.18,lit_emp,-323.5161544970546,-6.214608098422191
25.93,11.66,0.17,lit_emp,-323.58293550237687,-6.214608098422191
27.22,10.54,0.15,lit_emp,-325.6792390795448,-6.214608098422191
24.59,10.93,0.16,lit_emp,-324.3380822455036,-6.214608098422191
25.03,11.5,0.2,lit_emp,-323.66838113637596,-6.214608098422191
24.89,11.5,0.23,lit_emp,-324.5736735509,-6.214608098422191
20.61,11.35,0.2,lit_emp,-323.66822379733827,-6.214608098422191
19.82,11.35,0.14,lit_emp,-324.45222417208555,-6.214608098422191
23.72,12.2,0.2,lit_emp,-324.43725158059885,-6.214608098422191
22.56,12.16,0.2,lit_emp,-324.3614689982688,-6.214608098422191
20.87,10.93,0.17,lit_emp,-324.11874681271155,-6.214608098422191
23.65,11.47,0.14,lit_emp,-324.3698643340685,-6.214608098422191
20.54,11.37,0.13,lit_emp,-324.91385504203197,-6.214608098422191
18.75,11.09,0.22,lit_emp,-324.2269214607551,-6.214608098422191
17.55,11.09,0.21,lit_emp,-323.9802510113275,-6.214608098422191
13.3,12.7,0.23,lit_emp,-327.0753345636754,-6.214608098422191
11.6,11.24,0.21,lit_emp,-323.88913428992026,-6.214608098422191
11.6,11.86,0.22,lit_emp,-324.5262015005598,-6.214608098422191
9.47,11.3,0.21,lit_emp,-323.8712315881919,-6.214608098422191
7.03,11.61,0.15,lit_emp,-323.9719504614099,-6.214608098422191
6.94,11,0.2,lit_emp,-323.9447585049217,-6.214608098422191
5.34,11.56,0.2,lit_emp,-323.66060617880595,-6.214608098422191
8.35,12.43,0.12,lit_emp,-325.9155962394407,-6.214608098422191
8.31,11.12,0.14,lit_emp,-324.7309162305086,-6.214608098422191
5.3,11.38,0.19,lit_emp,-323.6114488428275,-6.214608098422191
7.61,10.66,0.18,lit_emp,-324.59195621071217,-6.214608098422191
4.91,11.88,0.18,lit_emp,-323.5413564063169,-6.214608098422191
7.64,11.88,0.17,lit_emp,-323.69559543192196,-6.214608098422191
5.02,11.33,0.26,lit_emp,-326.0222382941252,-6.214608098422191
7.24,11.51,0.16,lit_emp,-323.7344763143301,-6.214608098422191
5.1,11.83,0.2,lit_emp,-323.7338733901081,-6.214608098422191
5.58,11.68,0.14,lit_emp,-324.3289015842092,-6.214608098422191
8.25,11.8,0.14,lit_emp,-324.3392562490139,-6.214608098422191
11.88,11.52,0.12,lit_emp,-325.3875779235378,-6.214608098422191
11.87,11.93,0.17,lit_emp,-323.7486065507233,-6.214608098422191
10.79,11.04,0.14,lit_emp,-324.85478911111386,-6.214608098422191
11.75,12.61,0.16,lit_emp,-324.9641358393027,-6.214608098422191
9.69,11.53,0.19,lit_emp,-323.5467435885073,-6.214608098422191
11.6,12.73,0.19,lit_emp,-325.48982851861314,-6.214608098422191
10.21,10.66,0.21,lit_emp,-324.62583717325936,-6.214608098422191
8.75,10.66,0.24,lit_emp,-325.4344261427556,-6.214608098422191
8.62,12.69,0.14,lit_emp,-325.54803131521186,-6.214608098422191
10.08,11.62,0.15,lit_emp,-323.969703858138,-6.214608098422191
12.7,11.9,0.18,lit_emp,-323.704053820313,-6.214608098422191
12.94,12,0.17,lit_emp,-323.8209300862108,-6.214608098422191
14.46,11.32,0.15,lit_emp,-324.10055678538345,-6.214608098422191
12.53,11.32,0.17,lit_emp,-323.6444736591754,-6.214608098422191
10.24,11.82,0.14,lit_emp,-324.34802483121103,-6.214608098422191
7.61,11.61,0.18,lit_emp,-323.5199956866876,-6.214608098422191
10.58,12.31,0.14,lit_emp,-324.8221814741318,-6.214608098422191
15.65,11.93,0.15,lit_emp,-324.0812199822766,-6.214608098422191
20.1,11.41,0.2,lit_emp,-323.660845791135,-6.214608098422191
22.84,11.58,0.17,lit_emp,-323.5695038594272,-6.214608098422191
28.71,12.75,0.13,lit_emp,-326.06630926771066,-6.214608098422191
25.28,11.71,0.15,lit_emp,-323.97706665813723,-6.214608098422191
24.15,11.45,0.24,lit_emp,-325.0094556692757,-6.214608098422191
26.73,11.2,0.22,lit_emp,-324.1686124664675,-6.214608098422191
27.25,11.2,0.21,lit_emp,-323.9069444479435,-6.214608098422191
28.04,11.15,0.13,lit_emp,-325.17493746418603,-6.214608098422191
28.28,11.58,0.25,lit_emp,-325.67622982508004,-6.214608098422191
26.89,12.47,0.18,lit_emp,-324.6456955413905,-6.214608098422191
29.55,11.12,0.18,lit_emp,-323.72640313640136,-6.214608098422191
28.34,11.63,0.17,lit_emp,-323.57593851784554,-6.214608098422191
29.16,11.7,0.22,lit_emp,-324.33386505747086,-6.214608098422191
29.16,10.86,0.2,lit_emp,-324.12068168005527,-6.214608098422191
29.2,11.03,0.27,lit_emp,-326.66605057567847,-6.214608098422191
30.02,11.55,0.27,lit_emp,-326.99320841189876,-6.214608098422191
33.05,10.92,0.14,lit_emp,-325.08663027634753,-6.214608098422191
32.74,11.24,0.14,lit_emp,-324.56302732514706,-6.214608098422191
31.2,10.74,0.2,lit_emp,-324.34427090231657,-6.214608098422191
29.62,11.06,0.19,lit_emp,-323.779030649601,-6.214608098422191
28.8,11.14,0.17,lit_emp,-323.80735650648063,-6.214608098422191
27.73,11.31,0.16,lit_emp,-323.8308273062835,-6.214608098422191
28.96,11.31,0.18,lit_emp,-323.5674091099052,-6.214608098422191
31.77,12.18,0.21,lit_emp,-324.70326857314564,-6.214608098422191
30.54,12.1,0.23,lit_emp,-325.40515577149614,-6.214608098422191
34.76,11.39,0.19,lit_emp,-323.55087836717024,-6.214608098422191
32.62,11.38,0.18,lit_emp,-323.5348620374728,-6.214608098422191
36.83,12.2,0.17,lit_emp,-324.09093894186935,-6.214608098422191
37.68,11.28,0.17,lit_emp,-323.67259476311983,-6.214608098422191
39.36,12.35,0.09,lit_emp,-328.0718508704926,-6.214608098422191
37.18,11.43,0.17,lit_emp,-323.59017067938436,-6.214608098422191
38.28,10.38,0.23,lit_emp,-325.75188542425394,-6.214608098422191
35.99,12.08,0.21,lit_emp,-324.51214112528817,-6.214608098422191
37.6,10.6,0.22,lit_emp,-324.9420136419644,-6.214608098422191
36.85,11.17,0.13,lit_emp,-325.1454479323112,-6.214608098422191
36.08,11.48,0.18,lit_emp,-323.5119485948837,-6.214608098422191
39.89,11.45,0.12,lit_emp,-325.4316796579426,-6.214608098422191
38.8,11.13,0.21,lit_emp,-323.94945091487614,-6.214608098422191
37.96,10.88,0.17,lit_emp,-324.2128792366546,-6.214608098422191
33.27,10.88,0.19,lit_emp,-324.04033899543197,-6.214608098422191
32.3,11.02,0.19,lit_emp,-323.82848593439405,-6.214608098422191
31.48,11.51,0.19,lit_emp,-323.5442260645093,-6.214608098422191
30.94,11.65,0.18,lit_emp,-323.53487168509116,-6.214608098422191
29.8,11.69,0.18,lit_emp,-323.551297126052,-6.214608098422191
29.97,11.89,0.18,lit_emp,-323.69433343488976,-6.214608098422191
30.35,11.24,0.19,lit_emp,-323.61555170078714,-6.214608098422191
