alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
2.99,36.95,0,prag_unif,-580.4320960334173,-6.214608098422191
3.06,34.37,0,prag_unif,-579.7149282701754,-6.214608098422191
3.35,31.07,0,prag_unif,-579.3666705455245,-6.214608098422191
3.35,24.89,0,prag_unif,-579.3771847389194,-6.214608098422191
3.41,22.84,0,prag_unif,-579.7723825794097,-6.214608098422191
3.41,22.36,0,prag_unif,-579.8347822292521,-6.214608098422191
3.08,22.65,0,prag_unif,-581.4238798240806,-6.214608098422191
3.08,24.19,0,prag_unif,-580.8597955920011,-6.214608098422191
3.08,29.54,0,prag_unif,-579.9282477508431,-6.214608098422191
3.08,29.7,0,prag_unif,-579.9114153338054,-6.214608098422191
3.1,32.86,0,prag_unif,-579.4448531932777,-6.214608098422191
3.18,34.41,0,prag_unif,-578.9172317156358,-6.214608098422191
3.28,32.72,0,prag_unif,-579.0101454010932,-6.214608098422191
3.28,33.91,0,prag_unif,-578.9852161255641,-6.214608098422191
3.28,29.93,0,prag_unif,-579.065025153041,-6.214608098422191
3.31,29.99,0,prag_unif,-579.1559826236711,-6.214608098422191
3.53,24.54,0,prag_unif,-580.7803919337608,-6.214608098422191
3.5,23.27,0,prag_unif,-580.4015748013236,-6.214608098422191
3.59,24.22,0,prag_unif,-581.5434760751868,-6.214608098422191
3.55,25.94,0,prag_unif,-581.1780408574513,-6.214608098422191
3.15,22.97,0,prag_unif,-580.3862520565498,-6.214608098422191
3.3,23.72,0,prag_unif,-579.4113682772634,-6.214608098422191
3.24,24.2,0,prag_unif,-579.4554529052082,-6.214608098422191
3.24,28.18,0,prag_unif,-579.0973968320712,-6.214608098422191
3.24,32.85,0,prag_unif,-578.9275194677251,-5.521460917862246
3.24,34.51,0,prag_unif,-578.8742862731142,-6.214608098422191
3.24,29.28,0,prag_unif,-579.0502709442317,-6.214608098422191
3.09,27.96,0,prag_unif,-580.0011644777604,-6.214608098422191
3.09,28.53,0,prag_unif,-579.9318420780256,-6.214608098422191
3.36,24.95,0,prag_unif,-579.4108852418692,-6.214608098422191
3.32,24.54,0,prag_unif,-579.3288916757037,-6.214608098422191
3.32,24.97,0,prag_unif,-579.2967962330001,-6.214608098422191
3.32,27.84,0,prag_unif,-579.2091247463366,-6.214608098422191
3.13,28.97,0,prag_unif,-579.517151972245,-6.214608098422191
3.09,26.55,0,prag_unif,-580.2050107427867,-6.214608098422191
3.16,24.67,0,prag_unif,-579.842451661789,-6.214608098422191
3.16,25.75,0,prag_unif,-579.6556504305994,-6.214608098422191
3.37,26.53,0,prag_unif,-579.4376331808181,-6.214608098422191
3.37,26.9,0,prag_unif,-579.440631388288,-6.214608098422191
3.26,27.84,0,prag_unif,-579.1023857086315,-6.214608098422191
3.26,29.36,0,prag_unif,-579.0499433641368,-6.214608098422191
3.26,26.92,0,prag_unif,-579.1453722120814,-6.214608098422191
3.26,29.75,0,prag_unif,-579.0385212438023,-6.214608098422191
3.26,26.04,0,prag_unif,-579.2006677789954,-6.214608098422191
3.37,29.78,0,prag_unif,-579.4893875429508,-6.214608098422191
3.15,29.38,0,prag_unif,-579.3430031777647,-6.214608098422191
3.29,28.26,0,prag_unif,-579.1197778086532,-6.214608098422191
3.46,23.84,0,prag_unif,-580.0443037708211,-6.214608098422191
3.47,23.16,0,prag_unif,-580.1377389552608,-6.214608098422191
3.47,21.06,0,prag_unif,-580.3951179573534,-6.214608098422191
3.26,23.48,0,prag_unif,-579.5194426855296,-6.214608098422191
3.26,23.55,0,prag_unif,-579.5058839490223,-6.214608098422191
3.26,24.32,0,prag_unif,-579.3786492735138,-6.214608098422191
3.26,21.63,0,prag_unif,-580.0450157168364,-6.214608098422191
3.15,25.95,0,prag_unif,-579.7039416407652,-6.214608098422191
3.16,29.86,0,prag_unif,-579.2499054596127,-6.214608098422191
3.19,26.88,0,prag_unif,-579.3339896752061,-6.214608098422191
3.16,32.25,0,prag_unif,-579.0998052811838,-6.214608098422191
3.16,31.51,0,prag_unif,-579.1434955869033,-6.214608098422191
3.16,32.02,0,prag_unif,-579.1131757433009,-6.214608098422191
3.16,31.65,0,prag_unif,-579.1350748727814,-6.214608098422191
3.16,30.65,0,prag_unif,-579.1971043044595,-6.214608098422191
3.08,33.93,0,prag_unif,-579.5448046630099,-6.214608098422191
3.08,38.28,0,prag_unif,-579.2645347792834,-6.214608098422191
3.08,35.21,0,prag_unif,-579.4538934650227,-6.214608098422191
3.08,35.01,0,prag_unif,-579.4676181199591,-6.214608098422191
3.08,28.59,0,prag_unif,-580.0354392116075,-6.214608098422191
3.29,32.43,0,prag_unif,-579.0496422729049,-6.214608098422191
3.19,32.72,0,prag_unif,-578.9721031760142,-6.214608098422191
3.19,29.64,0,prag_unif,-579.1316642154159,-6.214608098422191
3.19,26.54,0,prag_unif,-579.3678611111283,-6.214608098422191
3.16,28.48,0,prag_unif,-579.3544445662629,-6.214608098422191
3.16,27.77,0,prag_unif,-579.4172880657376,-6.214608098422191
3.23,27.65,0,prag_unif,-579.1401207199393,-6.214608098422191
3.39,30.87,0,prag_unif,-579.6696506026364,-6.214608098422191
2.88,29.34,0,prag_unif,-583.6833598548798,-6.214608098422191
3.49,31.63,0,prag_unif,-580.835173889386,-6.214608098422191
3.49,31.44,0,prag_unif,-580.8249671847536,-6.214608098422191
3.53,31.24,0,prag_unif,-581.404888013436,-6.214608098422191
3.53,31.34,0,prag_unif,-581.4119475773883,-6.214608098422191
3.53,31.01,0,prag_unif,-581.388257601767,-6.214608098422191
3.53,30.18,0,prag_unif,-581.3236489049772,-6.214608098422191
3.2,27.66,0,prag_unif,-579.2247555980852,-6.214608098422191
3.2,30.98,0,prag_unif,-579.0316911122773,-6.214608098422191
3.18,30.81,0,prag_unif,-579.1004285307358,-6.214608098422191
3.18,30.6,0,prag_unif,-579.1123373906305,-6.214608098422191
3.18,29.14,0,prag_unif,-579.2020765363193,-6.214608098422191
3.24,27.86,0,prag_unif,-579.1131199278798,-6.214608098422191
3.21,34.22,0,prag_unif,-578.87641912647,-6.214608098422191
3.21,36.95,0,prag_unif,-578.774043793634,-6.214608098422191
3.21,36,0,prag_unif,-578.8082945220136,-6.214608098422191
3.21,39.37,0,prag_unif,-578.695429948235,-5.521460917862246
3.21,38.85,0,prag_unif,-578.7111535339116,-6.214608098422191
3.21,37.01,0,prag_unif,-578.7719380679765,-6.214608098422191
3.04,39.17,0,prag_unif,-579.611441802562,-6.214608098422191
3.03,39.95,0,prag_unif,-579.6831226477547,-6.214608098422191
3.03,36.94,0,prag_unif,-579.8738299762563,-6.214608098422191
3.03,35.51,0,prag_unif,-579.9802329250127,-6.214608098422191
3.03,34.61,0,prag_unif,-580.0527590796619,-6.214608098422191
3.03,37.12,0,prag_unif,-579.8611771287781,-6.214608098422191
3.21,34.99,0,prag_unif,-578.8463869702409,-6.214608098422191
3.21,33.74,0,prag_unif,-578.8955281953705,-6.214608098422191
3.26,36.24,0,prag_unif,-578.8655017684779,-6.214608098422191
3.18,34.75,0,prag_unif,-578.901449491198,-6.214608098422191
3.25,30.04,0,prag_unif,-579.0230433281384,-6.214608098422191
3.08,31.78,0,prag_unif,-579.7157262129036,-6.214608098422191
3.36,28.89,0,prag_unif,-579.4079416093424,-6.214608098422191
3.36,23.85,0,prag_unif,-579.476934591132,-6.214608098422191
3.36,22.17,0,prag_unif,-579.7226888042187,-6.214608098422191
3.36,21.01,0,prag_unif,-580.0607079677817,-6.214608098422191
3.3,20.27,0,prag_unif,-580.522262350953,-6.214608098422191
3.3,23.53,0,prag_unif,-579.4401030476524,-6.214608098422191
3.06,26.31,0,prag_unif,-580.6367975423959,-6.214608098422191
3.06,28.52,0,prag_unif,-580.287168036235,-6.214608098422191
3.06,28.5,0,prag_unif,-580.2897946326892,-6.214608098422191
3.22,31.17,0,prag_unif,-578.9901527197144,-5.521460917862246
3.12,30.12,0,prag_unif,-579.4953924991213,-6.214608098422191
3.12,28.83,0,prag_unif,-579.6115690385263,-6.214608098422191
3.12,28.89,0,prag_unif,-579.6057363251577,-6.214608098422191
3.12,32.34,0,prag_unif,-579.3267037346268,-6.214608098422191
3.12,32.88,0,prag_unif,-579.2896279305759,-6.214608098422191
3.29,39.33,0,prag_unif,-578.9207844776154,-6.214608098422191
3.65,39.93,0,prag_unif,-584.2089814647139,-6.214608098422191
3.65,36.97,0,prag_unif,-584.0692521141707,-6.214608098422191
3.65,39.12,0,prag_unif,-584.1742091658114,-6.214608098422191
3.65,38.11,0,prag_unif,-584.1275950851096,-6.214608098422191
3.26,39.65,0,prag_unif,-578.7844411344104,-6.214608098422191
3.28,38.25,0,prag_unif,-578.8923197602993,-6.214608098422191
3.28,39.94,0,prag_unif,-578.8608518013572,-6.214608098422191
3.28,37.06,0,prag_unif,-578.91684821648,-6.214608098422191
3.28,38.86,0,prag_unif,-578.880434936354,-6.214608098422191
3.21,37.06,0,prag_unif,-578.7701888043728,-6.214608098422191
3.21,34.76,0,prag_unif,-578.8552738536742,-6.214608098422191
3.21,37.85,0,prag_unif,-578.7432437016109,-6.214608098422191
3.21,35.59,0,prag_unif,-578.8235655221785,-6.214608098422191
3.21,35.14,0,prag_unif,-578.8406315035757,-6.214608098422191
3.22,36.64,0,prag_unif,-578.7866705491932,-6.214608098422191
3.21,39.16,0,prag_unif,-578.7016975772939,-6.214608098422191
3.21,32,0,prag_unif,-578.9672735488429,-6.214608098422191
3.21,35.28,0,prag_unif,-578.8352893208636,-6.214608098422191
3.21,30.17,0,prag_unif,-579.048915454328,-6.214608098422191
3.05,35.85,0,prag_unif,-579.7149271006435,-6.214608098422191
2.96,36.02,0,prag_unif,-581.013683065814,-6.214608098422191
3.38,35.98,0,prag_unif,-579.6250031997512,-6.214608098422191
3.33,38.77,0,prag_unif,-579.1810738037773,-6.214608098422191
3.43,37.63,0,prag_unif,-580.1869551568874,-6.214608098422191
3.14,34.09,0,prag_unif,-579.0911627010959,-6.214608098422191
3.46,32.89,0,prag_unif,-580.4852417734658,-6.214608098422191
3.29,32.84,0,prag_unif,-579.0425343008048,-6.214608098422191
3.29,32.49,0,prag_unif,-579.0486148124277,-6.214608098422191
3.29,26.44,0,prag_unif,-579.1767010336355,-6.214608098422191
3.29,26.34,0,prag_unif,-579.1812921660671,-6.214608098422191
3.41,28.48,0,prag_unif,-579.7710957414489,-6.214608098422191
3.41,34.09,0,prag_unif,-579.9197099650193,-6.214608098422191
3.44,33.22,0,prag_unif,-580.2451911904323,-6.214608098422191
3.38,33.25,0,prag_unif,-579.6157831916918,-6.214608098422191
3.38,32.17,0,prag_unif,-579.605070414207,-6.214608098422191
3.38,31.7,0,prag_unif,-579.5988593113623,-6.214608098422191
3.31,30.61,0,prag_unif,-579.1511825087034,-6.214608098422191
3.26,31.57,0,prag_unif,-578.9892252126568,-6.214608098422191
3.26,34.23,0,prag_unif,-578.9187224919333,-6.214608098422191
3,33.34,0,prag_unif,-580.5963181988851,-6.214608098422191
3.15,29.04,0,prag_unif,-579.3700290986153,-6.214608098422191
3.15,31.82,0,prag_unif,-579.1745480865532,-6.214608098422191
3.03,34.12,0,prag_unif,-580.0941577763842,-6.214608098422191
3.12,35.82,0,prag_unif,-579.1072674117173,-6.214608098422191
3.12,32.7,0,prag_unif,-579.3018472175763,-6.214608098422191
3.4,32.12,0,prag_unif,-579.7867218411138,-6.214608098422191
3.4,31.39,0,prag_unif,-579.7715289167527,-6.214608098422191
3.36,31.04,0,prag_unif,-579.4350719864442,-6.214608098422191
3.36,27.09,0,prag_unif,-579.3869799729249,-6.214608098422191
3.36,28.67,0,prag_unif,-579.4048401977496,-6.214608098422191
3.12,33.5,0,prag_unif,-579.2485408140624,-6.214608098422191
3.15,30.47,0,prag_unif,-579.2631766046272,-6.214608098422191
3.27,34.29,0,prag_unif,-578.9440992531115,-6.214608098422191
3.27,33.95,0,prag_unif,-578.9523015767526,-6.214608098422191
3.27,33.72,0,prag_unif,-578.9578270285721,-6.214608098422191
3.27,34.53,0,prag_unif,-578.9382912283725,-6.214608098422191
3.27,34.97,0,prag_unif,-578.9276239446114,-6.214608098422191
3.23,38.33,0,prag_unif,-578.7434615886631,-6.214608098422191
3.35,36.48,0,prag_unif,-579.3573900315066,-6.214608098422191
3.35,39.77,0,prag_unif,-579.3336380506403,-6.214608098422191
3.35,39.97,0,prag_unif,-579.332376214686,-6.214608098422191
