alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
3.58,18.93,0.52,prag_emp,-548.2153637390845,-6.214608098422191
3.55,17.44,0.59,prag_emp,-547.6877096037591,-6.214608098422191
3.55,21.37,0.6,prag_emp,-545.597908764127,-6.214608098422191
3.55,22.25,0.6,prag_emp,-545.5938413534906,-6.214608098422191
3.55,21.34,0.61,prag_emp,-545.4304242009631,-6.214608098422191
3.78,18.4,0.66,prag_emp,-547.1718929210294,-6.214608098422191
3.61,19.66,0.58,prag_emp,-546.2801151632102,-6.214608098422191
3.89,19.25,0.63,prag_emp,-547.2297973862502,-6.214608098422191
3.28,24.97,0.69,prag_emp,-547.1176179256959,-6.214608098422191
3.79,22.6,0.63,prag_emp,-546.2405639803286,-6.214608098422191
3.79,21.61,0.65,prag_emp,-546.0296268673419,-6.214608098422191
3.79,22.92,0.65,prag_emp,-546.1566321887218,-6.214608098422191
3.79,19.82,0.67,prag_emp,-546.6024854324596,-6.214608098422191
3.51,18.76,0.65,prag_emp,-546.8585676194302,-6.214608098422191
3.56,19.87,0.65,prag_emp,-545.8279174017619,-6.214608098422191
3.56,20.72,0.61,prag_emp,-545.531162012639,-6.214608098422191
3.56,23.37,0.58,prag_emp,-546.4162687617052,-6.214608098422191
3.63,24.66,0.61,prag_emp,-546.1568807881465,-6.214608098422191
3.57,21.3,0.71,prag_emp,-546.578680420061,-6.214608098422191
3.49,22.07,0.62,prag_emp,-545.3431863705088,-6.214608098422191
3.49,18.93,0.71,prag_emp,-548.5074085546037,-6.214608098422191
3.77,19.07,0.7,prag_emp,-547.7189287312459,-6.214608098422191
3.77,17.78,0.6,prag_emp,-547.2316994972144,-6.214608098422191
3.77,22.04,0.73,prag_emp,-547.9726207890375,-6.214608098422191
3.77,21.65,0.66,prag_emp,-545.9251405678572,-6.214608098422191
3.77,21.67,0.58,prag_emp,-547.0209655961404,-6.214608098422191
3.77,23.66,0.65,prag_emp,-546.1509780579785,-6.214608098422191
3.77,25.4,0.69,prag_emp,-547.0429100726474,-6.214608098422191
3.69,23.23,0.65,prag_emp,-545.4588907006346,-6.214608098422191
3.39,21.68,0.64,prag_emp,-545.9204562207386,-6.214608098422191
3.47,22.34,0.6,prag_emp,-545.736764238603,-6.214608098422191
3.47,22.05,0.64,prag_emp,-545.2929649654172,-6.214608098422191
3.79,20.36,0.6,prag_emp,-546.4951231782758,-6.214608098422191
3.27,22.86,0.65,prag_emp,-546.999304028199,-6.214608098422191
3.31,26.94,0.64,prag_emp,-546.763603375305,-6.214608098422191
3.51,28.37,0.71,prag_emp,-547.3661525000285,-6.214608098422191
3.6,27.19,0.71,prag_emp,-547.1119139916718,-6.214608098422191
3.6,24.4,0.72,prag_emp,-546.6980629177102,-6.214608098422191
3.6,23.29,0.68,prag_emp,-545.3505008768594,-6.214608098422191
3.6,24.14,0.7,prag_emp,-545.8945473265821,-6.214608098422191
3.6,22.38,0.69,prag_emp,-545.6270446348938,-6.214608098422191
3.6,26.41,0.69,prag_emp,-546.2121978387756,-6.214608098422191
3.6,20.66,0.65,prag_emp,-545.4108340311923,-6.214608098422191
3.78,21.52,0.65,prag_emp,-545.9528519570086,-6.214608098422191
3.57,20.43,0.65,prag_emp,-545.5260186192282,-6.214608098422191
3.57,21.68,0.56,prag_emp,-546.7642241856126,-6.214608098422191
3.57,21.91,0.62,prag_emp,-545.2373441410205,-6.214608098422191
3.57,23.66,0.69,prag_emp,-545.5298210221849,-6.214608098422191
3.58,23.96,0.62,prag_emp,-545.484641440351,-6.214608098422191
3.58,22.51,0.65,prag_emp,-545.0452898821821,-6.214608098422191
3.58,23.63,0.64,prag_emp,-545.1403484301878,-6.214608098422191
3.58,26.08,0.54,prag_emp,-549.8921969007831,-6.214608098422191
3.61,24.39,0.6,prag_emp,-546.251658512581,-6.214608098422191
3.61,24.68,0.71,prag_emp,-546.3486747506709,-6.214608098422191
3.51,23.49,0.71,prag_emp,-546.2040938306704,-6.214608098422191
3.51,21.89,0.67,prag_emp,-545.391643514804,-6.214608098422191
3.51,20.45,0.63,prag_emp,-545.6158602934287,-6.214608098422191
3.5,20.8,0.64,prag_emp,-545.5212824350707,-6.214608098422191
3.59,21.01,0.66,prag_emp,-545.3848998065528,-6.214608098422191
3.59,21.07,0.67,prag_emp,-545.5069700485132,-6.214608098422191
3.63,20.12,0.61,prag_emp,-545.6864588792314,-6.214608098422191
3.63,20.39,0.61,prag_emp,-545.6164136896573,-6.214608098422191
3.63,20.33,0.58,prag_emp,-546.1759177420748,-6.214608098422191
3.86,17.42,0.61,prag_emp,-547.9161642343336,-6.214608098422191
3.86,17.08,0.63,prag_emp,-548.2822962833434,-6.214608098422191
3.86,20.57,0.63,prag_emp,-546.7201782638895,-6.214608098422191
3.42,21.48,0.63,prag_emp,-545.7528591671681,-6.214608098422191
3.49,23.82,0.66,prag_emp,-545.1461097434444,-6.214608098422191
3.37,25.05,0.62,prag_emp,-546.130714953282,-6.214608098422191
3.37,26.05,0.7,prag_emp,-546.6003043321148,-6.214608098422191
3.2,27.38,0.7,prag_emp,-548.6848892942487,-6.214608098422191
3.51,25.89,0.72,prag_emp,-546.8660638479631,-6.214608098422191
3.51,26.54,0.69,prag_emp,-546.0381605340864,-6.214608098422191
3.51,24.52,0.64,prag_emp,-545.2518406161041,-6.214608098422191
3.51,25.27,0.63,prag_emp,-545.5849379252718,-6.214608098422191
3.45,23.05,0.58,prag_emp,-546.4174319476681,-6.214608098422191
3.45,21.71,0.71,prag_emp,-546.8655745877289,-6.214608098422191
3.45,25.79,0.71,prag_emp,-546.5120623393949,-6.214608098422191
3.45,25.34,0.69,prag_emp,-545.8217957042448,-6.214608098422191
3.43,27.69,0.64,prag_emp,-546.4450527207795,-6.214608098422191
3.43,29.56,0.67,prag_emp,-547.1840008198238,-6.214608098422191
3.43,22.82,0.65,prag_emp,-545.3871302028715,-6.214608098422191
3.28,21,0.64,prag_emp,-547.5738277992259,-6.214608098422191
3.21,21.21,0.65,prag_emp,-548.7679841468926,-6.214608098422191
3.67,18.99,0.61,prag_emp,-546.1861731467767,-6.214608098422191
3.67,19.67,0.61,prag_emp,-545.8966063355424,-6.214608098422191
3.67,21.25,0.58,prag_emp,-546.3030726871917,-6.214608098422191
3.67,22,0.68,prag_emp,-545.6179088708703,-6.214608098422191
3.49,24.74,0.68,prag_emp,-545.4404657513485,-6.214608098422191
3.49,26.22,0.68,prag_emp,-545.7613380153362,-6.214608098422191
3.49,20.31,0.51,prag_emp,-548.7381974765577,-6.214608098422191
3.49,21.58,0.64,prag_emp,-545.3112827367761,-6.214608098422191
3.82,19.8,0.58,prag_emp,-547.1701281162796,-6.214608098422191
3.45,19.35,0.54,prag_emp,-547.9158755708895,-6.214608098422191
3.69,18.08,0.6,prag_emp,-546.8182686412129,-6.214608098422191
3.54,18.38,0.6,prag_emp,-546.8318224203578,-6.214608098422191
3.54,20.73,0.65,prag_emp,-545.4626527202762,-6.214608098422191
3.54,20.68,0.59,prag_emp,-545.8994384900685,-6.214608098422191
3.54,21.07,0.65,prag_emp,-545.337600382974,-6.214608098422191
3.56,21.16,0.6,prag_emp,-545.6104487436547,-6.214608098422191
3.56,23.28,0.64,prag_emp,-545.0718321727377,-6.214608098422191
3.56,23.75,0.66,prag_emp,-545.094465082078,-6.214608098422191
3.56,27.55,0.61,prag_emp,-547.3260835668771,-6.214608098422191
3.65,28.39,0.67,prag_emp,-547.308890546806,-6.214608098422191
3.58,30.37,0.69,prag_emp,-548.2911151331991,-6.214608098422191
3.4,29.37,0.62,prag_emp,-547.8525978489009,-6.214608098422191
3.33,28.83,0.6,prag_emp,-548.4338069922447,-6.214608098422191
3.33,29.69,0.69,prag_emp,-547.7950775974039,-6.214608098422191
3.33,31.95,0.69,prag_emp,-549.0149806387686,-6.214608098422191
3.33,31.32,0.7,prag_emp,-548.8654135034135,-6.214608098422191
3.57,30.08,0.63,prag_emp,-548.4788730622811,-6.214608098422191
3.57,32.3,0.69,prag_emp,-549.6557769891923,-6.214608098422191
3.57,26.52,0.65,prag_emp,-545.9233846981429,-6.214608098422191
3.57,26.15,0.7,prag_emp,-546.2628738972655,-6.214608098422191
3.57,25.52,0.65,prag_emp,-545.5246779437293,-6.214608098422191
3.57,22.4,0.61,prag_emp,-545.4014069082336,-6.214608098422191
3.57,22.04,0.6,prag_emp,-545.5882012344497,-6.214608098422191
3.57,22.49,0.67,prag_emp,-545.1937727538398,-6.214608098422191
3.57,21.01,0.65,prag_emp,-545.3082287683131,-6.214608098422191
3.64,20.06,0.61,prag_emp,-545.7168219982406,-6.214608098422191
3.75,22.68,0.7,prag_emp,-546.5363497724945,-6.214608098422191
3.49,21.55,0.66,prag_emp,-545.4303599514063,-6.214608098422191
3.49,22.01,0.64,prag_emp,-545.2196452752537,-6.214608098422191
3.54,22.21,0.73,prag_emp,-547.2724889951398,-6.214608098422191
3.52,21.23,0.7,prag_emp,-546.3467883474806,-6.214608098422191
3.65,22.7,0.67,prag_emp,-545.3349995015094,-6.214608098422191
3.65,18.97,0.63,prag_emp,-546.1461174237973,-6.214608098422191
3.64,18.94,0.57,prag_emp,-546.7327928869165,-6.214608098422191
3.64,17.09,0.62,prag_emp,-547.7588393320817,-6.214608098422191
3.64,19.88,0.62,prag_emp,-545.6978803249456,-6.214608098422191
3.71,23.55,0.68,prag_emp,-545.8464241478675,-6.214608098422191
3.71,25.19,0.7,prag_emp,-546.6892177766078,-6.214608098422191
3.49,22.42,0.65,prag_emp,-545.1638164324693,-6.214608098422191
3.64,24.34,0.59,prag_emp,-546.7311899409766,-6.214608098422191
3.32,24.43,0.61,prag_emp,-546.6306869673925,-6.214608098422191
3.32,23.36,0.63,prag_emp,-546.3096035280582,-6.214608098422191
3.41,25.35,0.58,prag_emp,-547.2106012039498,-6.214608098422191
3.34,25.41,0.62,prag_emp,-546.4247203065657,-6.214608098422191
3.34,23.92,0.52,prag_emp,-549.8022609701633,-6.214608098422191
3.5,23.6,0.63,prag_emp,-545.2187106281265,-6.214608098422191
3.38,23.31,0.58,prag_emp,-546.80860014755,-6.214608098422191
3.38,23.26,0.66,prag_emp,-545.7350064348594,-6.214608098422191
3.38,24.65,0.62,prag_emp,-545.9889784796857,-6.214608098422191
3.31,22.33,0.72,prag_emp,-548.4161157425898,-6.214608098422191
3.31,24.09,0.62,prag_emp,-546.520379337053,-6.214608098422191
3.31,27.28,0.62,prag_emp,-547.2362795087208,-6.214608098422191
3.31,25.97,0.63,prag_emp,-546.6347907966098,-6.214608098422191
3.59,25.72,0.64,prag_emp,-545.7691009666868,-6.214608098422191
3.59,26.74,0.69,prag_emp,-546.3018666674984,-6.214608098422191
3.59,26.05,0.65,prag_emp,-545.7964115283281,-6.214608098422191
3.71,24.55,0.64,prag_emp,-546.0191781663348,-6.214608098422191
3.39,27.18,0.66,prag_emp,-546.1925354714607,-6.214608098422191
3.41,30.86,0.72,prag_emp,-549.0959097894329,-6.214608098422191
3.41,32.19,0.69,prag_emp,-548.9930228413735,-6.214608098422191
3.41,31.69,0.68,prag_emp,-548.5408035391467,-6.214608098422191
3.41,27.22,0.67,prag_emp,-546.1508887950583,-6.214608098422191
3.41,24.84,0.69,prag_emp,-545.943502252902,-6.214608098422191
3.41,23.5,0.57,prag_emp,-547.0193742655583,-6.214608098422191
3.57,21.02,0.66,prag_emp,-545.3947423290329,-6.214608098422191
3.97,20.17,0.62,prag_emp,-548.0291512826271,-6.214608098422191
3.73,22.97,0.62,prag_emp,-545.9868708974282,-6.214608098422191
3.73,22.71,0.7,prag_emp,-546.4003702563714,-6.214608098422191
3.43,22.97,0.64,prag_emp,-545.376861242767,-6.214608098422191
3.36,23.65,0.64,prag_emp,-545.838552183962,-6.214608098422191
3.36,27.33,0.64,prag_emp,-546.5456457426179,-6.214608098422191
3.36,25.85,0.64,prag_emp,-546.0807449172253,-6.214608098422191
3.46,25.83,0.65,prag_emp,-545.5674516669865,-6.214608098422191
3.46,24.38,0.69,prag_emp,-545.6924521984781,-6.214608098422191
3.46,23.35,0.69,prag_emp,-545.7229810373236,-6.214608098422191
3.46,22.77,0.63,prag_emp,-545.3026681308918,-6.214608098422191
3.46,20.12,0.6,prag_emp,-546.2263908268063,-6.214608098422191
3.46,20.21,0.55,prag_emp,-547.3268219637712,-6.214608098422191
3.46,18.94,0.63,prag_emp,-546.8630289979731,-6.214608098422191
3.46,19.43,0.54,prag_emp,-547.826785462336,-6.214608098422191
3.46,19.72,0.63,prag_emp,-546.2832675617767,-6.214608098422191
3.46,21.54,0.61,prag_emp,-545.6683682975025,-6.214608098422191
3.46,20.63,0.63,prag_emp,-545.7944545170868,-6.214608098422191
3.77,18.66,0.66,prag_emp,-546.9439810977015,-6.214608098422191
3.65,20.53,0.63,prag_emp,-545.4651576457569,-6.214608098422191
3.65,21.32,0.7,prag_emp,-546.2436487658973,-6.214608098422191
3.65,22.93,0.62,prag_emp,-545.4990236681432,-6.214608098422191
3.65,22.03,0.57,prag_emp,-546.6925690146172,-6.214608098422191
3.65,20.57,0.7,prag_emp,-546.5195086581653,-6.214608098422191
3.63,20.2,0.59,prag_emp,-545.9728642142924,-6.214608098422191
3.29,21.92,0.61,prag_emp,-547.1465056289123,-6.214608098422191
3.29,23.45,0.51,prag_emp,-550.5536042947853,-6.214608098422191
3.29,22.2,0.51,prag_emp,-550.2780291545866,-6.214608098422191
3.29,21.72,0.65,prag_emp,-547.1143407786661,-6.214608098422191
3.58,21.43,0.68,prag_emp,-545.5884259298093,-6.214608098422191
3.58,23.34,0.69,prag_emp,-545.5358547920921,-6.214608098422191
3.58,23.59,0.61,prag_emp,-545.6092715065126,-6.214608098422191
3.58,24.07,0.61,prag_emp,-545.7424024856659,-6.214608098422191
3.26,25.46,0.69,prag_emp,-547.3727277594594,-6.214608098422191
3.26,23.13,0.66,prag_emp,-547.1486325694794,-6.214608098422191
3.54,20.03,0.6,prag_emp,-545.9033141598516,-6.214608098422191
3.43,20.34,0.6,prag_emp,-546.3428351364257,-6.214608098422191
3.43,21.05,0.55,prag_emp,-547.4024453325201,-6.214608098422191
3.43,22.39,0.61,prag_emp,-545.7261506515165,-6.214608098422191
3.43,21.62,0.66,prag_emp,-545.7464221683263,-6.214608098422191
3.42,21.17,0.63,prag_emp,-545.856611448648,-6.214608098422191
3.42,21.35,0.63,prag_emp,-545.794094283998,-6.214608098422191
3.75,21.2,0.62,prag_emp,-545.8936174365058,-6.214608098422191
3.69,19.59,0.59,prag_emp,-546.2435392099745,-6.214608098422191
3.69,19.44,0.66,prag_emp,-546.1886827817141,-6.214608098422191
3.56,21.04,0.64,prag_emp,-545.2738281371132,-6.214608098422191
3.56,19.32,0.64,prag_emp,-546.0833365353925,-6.214608098422191
3.56,18.1,0.6,prag_emp,-546.9735332215735,-6.214608098422191
3.56,21.57,0.6,prag_emp,-545.5812355609603,-6.214608098422191
3.56,24.97,0.71,prag_emp,-546.2814445556322,-6.214608098422191
3.34,25.48,0.71,prag_emp,-547.1189320150768,-6.214608098422191
3.33,23.35,0.71,prag_emp,-547.3915778441358,-6.214608098422191
3.33,22.78,0.63,prag_emp,-546.2715583544465,-6.214608098422191
3.33,24.25,0.63,prag_emp,-546.1942471980485,-6.214608098422191
3.33,26.69,0.67,prag_emp,-546.457155244505,-6.214608098422191
3.37,27.1,0.62,prag_emp,-546.7837886330312,-6.214608098422191
3.37,24.62,0.66,prag_emp,-545.7687228870515,-6.214608098422191
3.37,23.92,0.53,prag_emp,-549.1168445057518,-6.214608098422191
3.37,21.24,0.57,prag_emp,-547.2009137075446,-6.214608098422191
3.37,20.86,0.63,prag_emp,-546.4447445148347,-6.214608098422191
3.37,21.87,0.7,prag_emp,-547.0880846180416,-6.214608098422191
3.7,25.09,0.68,prag_emp,-546.1490803389225,-6.214608098422191
3.7,25.15,0.64,prag_emp,-546.1828815057543,-6.214608098422191
3.7,21.21,0.62,prag_emp,-545.6066387469517,-6.214608098422191
3.7,21.61,0.56,prag_emp,-547.2300852869482,-6.214608098422191
3.7,21.13,0.62,prag_emp,-545.6109778711574,-6.214608098422191
3.7,23.59,0.68,prag_emp,-545.7885225629806,-6.214608098422191
3.7,23.79,0.66,prag_emp,-545.629571996514,-6.214608098422191
3.5,22.8,0.64,prag_emp,-545.107601465163,-6.214608098422191
3.5,23.65,0.63,prag_emp,-545.2245098627209,-6.214608098422191
3.5,22.92,0.65,prag_emp,-545.0894938314308,-6.214608098422191
3.59,21.89,0.7,prag_emp,-546.0143181237437,-6.214608098422191
3.59,23.39,0.7,prag_emp,-545.8336420220652,-6.214608098422191
3.59,23.11,0.68,prag_emp,-545.3328718441649,-6.214608098422191
3.9,19.85,0.59,prag_emp,-547.6878643594308,-6.214608098422191
3.83,20.28,0.56,prag_emp,-547.9044721363798,-6.214608098422191
3.83,19.61,0.57,prag_emp,-547.51306648425,-6.214608098422191
3.83,19.64,0.7,prag_emp,-547.7555334644094,-6.214608098422191
3.83,18.65,0.67,prag_emp,-547.4681379893474,-6.214608098422191
3.83,22.32,0.59,prag_emp,-547.4767091237027,-6.214608098422191
3.83,19.84,0.64,prag_emp,-546.5610940386463,-6.214608098422191
3.83,20.33,0.61,prag_emp,-546.6559530678323,-6.214608098422191
3.68,24.02,0.63,prag_emp,-545.7666637886302,-6.214608098422191
3.68,23.84,0.7,prag_emp,-546.1811515504206,-6.214608098422191
3.68,24.63,0.66,prag_emp,-545.7190215342463,-6.214608098422191
3.68,21.24,0.71,prag_emp,-546.7201257387549,-6.214608098422191
3.8,22.94,0.62,prag_emp,-546.5870552110475,-6.214608098422191
3.48,23.11,0.69,prag_emp,-545.6708626518383,-6.214608098422191
3.4,19.7,0.66,prag_emp,-547.118052117485,-6.214608098422191
3.91,19.32,0.65,prag_emp,-547.4829949202829,-6.214608098422191
3.32,20.82,0.68,prag_emp,-547.6889652557963,-6.214608098422191
3.32,20.13,0.48,prag_emp,-551.2201673737884,-6.214608098422191
3.32,19.19,0.73,prag_emp,-551.133653878243,-6.214608098422191
3.32,22.69,0.71,prag_emp,-547.7055846664684,-6.214608098422191
3.35,22.77,0.59,prag_emp,-546.7223133864148,-6.214608098422191
3.42,24.8,0.64,prag_emp,-545.5265823251449,-6.214608098422191
3.42,28.2,0.65,prag_emp,-546.5777719189548,-6.214608098422191
3.42,28.75,0.71,prag_emp,-547.5590820330875,-6.214608098422191
3.42,24.56,0.64,prag_emp,-545.4892333946783,-6.214608098422191
3.42,22.94,0.7,prag_emp,-546.3080796802766,-6.214608098422191
3.37,21.48,0.69,prag_emp,-546.9537430981475,-6.214608098422191
3.37,23.34,0.62,prag_emp,-545.9482398708492,-6.214608098422191
3.62,24.98,0.62,prag_emp,-545.977133228802,-6.214608098422191
3.62,24.8,0.62,prag_emp,-545.904989866474,-6.214608098422191
3.62,22.46,0.66,prag_emp,-545.1536786158186,-6.214608098422191
3.62,24.22,0.59,prag_emp,-546.5710028784773,-6.214608098422191
3.62,24.22,0.63,prag_emp,-545.5109926902666,-6.214608098422191
3.62,22.63,0.63,prag_emp,-545.2109399498922,-6.214608098422191
3.62,25.55,0.7,prag_emp,-546.2561589355831,-6.214608098422191
3.62,26.02,0.65,prag_emp,-545.923715659631,-6.214608098422191
3.43,25.19,0.66,prag_emp,-545.4896514827362,-6.214608098422191
3.43,23.81,0.65,prag_emp,-545.3381239861485,-6.214608098422191
3.43,23.01,0.56,prag_emp,-547.2113264987953,-6.214608098422191
3.53,22.92,0.67,prag_emp,-545.1773129912801,-6.214608098422191
3.53,21.96,0.7,prag_emp,-546.0572900055186,-6.214608098422191
3.48,22.15,0.7,prag_emp,-546.1724197570982,-6.214608098422191
3.48,24.92,0.61,prag_emp,-545.9170984486691,-6.214608098422191
3.48,26.71,0.69,prag_emp,-546.0971416966859,-6.214608098422191
3.48,24.62,0.72,prag_emp,-546.7041994884319,-6.214608098422191
3.73,24.27,0.63,prag_emp,-546.2237086185737,-6.214608098422191
3.73,21.17,0.66,prag_emp,-545.7213119657094,-6.214608098422191
3.73,22.3,0.67,prag_emp,-545.7379575960404,-6.214608098422191
3.73,21.61,0.63,prag_emp,-545.665429150698,-6.214608098422191
3.73,19.9,0.61,prag_emp,-546.0413213182347,-6.214608098422191
3.73,18.5,0.67,prag_emp,-547.1151515144629,-6.214608098422191
3.73,19.33,0.64,prag_emp,-546.1637983906239,-6.214608098422191
3.64,17.48,0.64,prag_emp,-547.5100739125581,-6.214608098422191
3.64,20.37,0.63,prag_emp,-545.4926916800342,-6.214608098422191
3.64,19.82,0.68,prag_emp,-546.2986195486393,-6.214608098422191
3.64,19.77,0.65,prag_emp,-545.8104326444352,-6.214608098422191
3.64,21.35,0.65,prag_emp,-545.268483525884,-6.214608098422191
3.64,22.66,0.64,prag_emp,-545.1970071224771,-6.214608098422191
3.64,24.58,0.67,prag_emp,-545.5275520194671,-6.214608098422191
3.64,22.58,0.68,prag_emp,-545.4637474952718,-6.214608098422191
3.64,20.95,0.67,prag_emp,-545.5830364230993,-6.214608098422191
3.64,20.94,0.68,prag_emp,-545.783362887554,-6.214608098422191
3.37,22.53,0.55,prag_emp,-547.860167910939,-6.214608098422191
3.74,21.58,0.63,prag_emp,-545.7284175304344,-6.214608098422191
3.74,20.56,0.62,prag_emp,-545.8736945774244,-6.214608098422191
3.74,22.21,0.58,prag_emp,-546.9403951454185,-6.214608098422191
3.93,23.09,0.65,prag_emp,-547.8064763928304,-6.214608098422191
3.93,21.25,0.61,prag_emp,-547.8014710658916,-6.214608098422191
3.48,23.72,0.65,prag_emp,-545.1432182700495,-6.214608098422191
3.48,22.17,0.68,prag_emp,-545.6145871200822,-6.214608098422191
3.55,23.17,0.72,prag_emp,-546.6073469973151,-6.214608098422191
3.55,21.84,0.65,prag_emp,-545.1235965321199,-6.214608098422191
3.66,23.04,0.74,prag_emp,-547.8788583609463,-6.214608098422191
3.58,26.82,0.57,prag_emp,-548.7081850439771,-6.214608098422191
3.55,24.92,0.59,prag_emp,-546.610868092081,-6.214608098422191
3.41,24.1,0.67,prag_emp,-545.5655852745174,-6.214608098422191
3.41,24.64,0.65,prag_emp,-545.4998941806037,-6.214608098422191
3.77,25.19,0.67,prag_emp,-546.6947791143849,-6.214608098422191
3.33,24.89,0.66,prag_emp,-546.1243763651504,-6.214608098422191
3.33,25.41,0.73,prag_emp,-548.1432310297917,-6.214608098422191
3.43,25.57,0.67,prag_emp,-545.61661578784,-6.214608098422191
3.57,27.29,0.72,prag_emp,-547.448811986273,-6.214608098422191
3.57,25.72,0.66,prag_emp,-545.5594681027361,-6.214608098422191
3.26,31.05,0.69,prag_emp,-548.9776120695363,-6.214608098422191
3.51,29.19,0.63,prag_emp,-547.5619742417452,-6.214608098422191
3.51,27.29,0.68,prag_emp,-546.153704864309,-6.214608098422191
3.51,25.53,0.62,prag_emp,-545.8789894845598,-6.214608098422191
3.79,24.36,0.7,prag_emp,-547.137206659419,-6.214608098422191
3.79,26.81,0.71,prag_emp,-548.4932306306204,-6.214608098422191
3.79,26.67,0.71,prag_emp,-548.4180145396729,-6.214608098422191
3.79,24.17,0.62,prag_emp,-546.9580794795323,-6.214608098422191
3.79,22.63,0.62,prag_emp,-546.4029091868083,-6.214608098422191
3.74,23.03,0.66,prag_emp,-545.7724078019667,-6.214608098422191
3.74,23.68,0.62,prag_emp,-546.2846011241797,-6.214608098422191
3.74,25.35,0.62,prag_emp,-547.040159013445,-6.214608098422191
3.74,21.57,0.69,prag_emp,-546.2540550623738,-6.214608098422191
3.74,21.49,0.63,prag_emp,-545.7277907020036,-6.214608098422191
