alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
4.43,5.08,0.69,lit_emp,-762.3471679510398,-6.214608098422191
3.71,3.28,0.72,lit_emp,-764.1121371509172,-6.214608098422191
3.71,0.6,0.79,lit_emp,-764.7253684246092,-6.214608098422191
3.71,1.52,0.75,lit_emp,-764.1427406111673,-6.214608098422191
3.72,2.65,0.77,lit_emp,-764.2741999164056,-6.214608098422191
4.72,5.3,0.72,lit_emp,-763.2163686561332,-6.214608098422191
3.77,5.61,0.64,lit_emp,-765.0335686239448,-6.214608098422191
4.45,7.56,0.64,lit_emp,-763.3140011490831,-6.214608098422191
4.47,6.36,0.72,lit_emp,-762.3222824493765,-6.214608098422191
4.47,10.76,0.76,lit_emp,-762.7349065505571,-6.214608098422191
4.47,11.19,0.71,lit_emp,-762.3206180625685,-6.214608098422191
4.47,8.65,0.67,lit_emp,-762.6942716592913,-6.214608098422191
4.51,4.5,0.73,lit_emp,-762.4731797958931,-6.214608098422191
4.65,1.47,0.62,lit_emp,-764.4919211970271,-6.214608098422191
4.19,8.22,0.66,lit_emp,-762.68701489347,-6.214608098422191
4.19,1.99,0.66,lit_emp,-762.68701489347,-6.214608098422191
4.19,0.99,0.74,lit_emp,-762.1197372810311,-6.214608098422191
4.19,2.87,0.64,lit_emp,-763.1864172263904,-6.214608098422191
4.19,2.53,0.68,lit_emp,-762.3256473532865,-6.214608098422191
4.19,5.02,0.79,lit_emp,-763.0537535651995,-6.214608098422191
4.08,0.31,0.79,lit_emp,-763.1254317520417,-6.214608098422191
4.08,0.47,0.78,lit_emp,-762.8641225887914,-6.214608098422191
4.08,0.88,0.74,lit_emp,-762.2493325355445,-6.214608098422191
3.93,4.17,0.76,lit_emp,-762.9014499739645,-6.214608098422191
3.93,6.45,0.72,lit_emp,-762.6757114334561,-6.214608098422191
3.93,0.79,0.72,lit_emp,-762.6757114334561,-6.214608098422191
3.93,1.08,0.8,lit_emp,-763.783056332728,-6.214608098422191
3.99,3.46,0.76,lit_emp,-762.6883166911543,-6.214608098422191
3.8,7.37,0.7,lit_emp,-763.5512122441118,-6.214608098422191
4.84,8.72,0.67,lit_emp,-764.1103578870318,-6.214608098422191
4.04,7.94,0.73,lit_emp,-762.2906273539691,-6.214608098422191
4.04,5.29,0.79,lit_emp,-763.1919316176268,-6.214608098422191
4.09,4.85,0.72,lit_emp,-762.1643511935574,-6.214608098422191
4.09,9.44,0.78,lit_emp,-762.8497608771921,-6.214608098422191
3.69,12.04,0.69,lit_emp,-764.5909555459186,-6.214608098422191
3.69,9.05,0.77,lit_emp,-764.5182424144634,-6.214608098422191
4.03,8.22,0.75,lit_emp,-762.4508664693619,-6.214608098422191
4.03,9.54,0.76,lit_emp,-762.5777204176251,-6.214608098422191
4.03,11,0.73,lit_emp,-762.317607443828,-6.214608098422191
3.74,10.13,0.79,lit_emp,-764.5038843356352,-6.214608098422191
3.97,8.84,0.77,lit_emp,-762.9141262313844,-6.214608098422191
3.97,11.58,0.7,lit_emp,-762.616221919913,-6.214608098422191
4.19,11.58,0.76,lit_emp,-762.3646768180457,-6.214608098422191
4.48,11.5,0.72,lit_emp,-762.347707874576,-6.214608098422191
4.39,11.78,0.65,lit_emp,-762.9582568900736,-6.214608098422191
4.5,10.16,0.65,lit_emp,-763.1690855443054,-6.214608098422191
4.66,7.31,0.69,lit_emp,-763.0395049465903,-6.214608098422191
4.66,5.41,0.67,lit_emp,-763.2856454269775,-6.214608098422191
4.32,7.49,0.69,lit_emp,-762.1968175598228,-6.214608098422191
4.32,6.12,0.72,lit_emp,-762.0606448466189,-6.214608098422191
4.32,7.26,0.7,lit_emp,-762.113680424794,-6.214608098422191
4.32,5.51,0.73,lit_emp,-762.0923384066717,-6.214608098422191
4.16,2.75,0.8,lit_emp,-763.3748629340745,-6.214608098422191
4.16,3.74,0.72,lit_emp,-762.060463964575,-6.214608098422191
4.16,6.13,0.71,lit_emp,-762.0792295076265,-6.214608098422191
3.76,3.5,0.78,lit_emp,-764.1511298502091,-6.214608098422191
3.76,4.08,0.72,lit_emp,-763.7019814387819,-6.214608098422191
4.98,0.59,0.7,lit_emp,-764.6160025048828,-6.214608098422191
4.62,1.59,0.7,lit_emp,-762.8179349471192,-6.214608098422191
4.58,5.23,0.73,lit_emp,-762.6992268103452,-6.214608098422191
4.58,4.03,0.77,lit_emp,-763.3089197463803,-6.214608098422191
4.48,2.52,0.76,lit_emp,-762.76290788493,-6.214608098422191
4.45,1.15,0.73,lit_emp,-762.3143919509201,-6.214608098422191
4.45,0.54,0.71,lit_emp,-762.2737430017526,-6.214608098422191
4.11,3.57,0.7,lit_emp,-762.2105367205104,-6.214608098422191
4.15,6.89,0.67,lit_emp,-762.5373670755564,-6.214608098422191
4.15,4.16,0.72,lit_emp,-762.0711872521795,-6.214608098422191
4.15,3.4,0.66,lit_emp,-762.7378304132005,-6.214608098422191
4.1,1.13,0.61,lit_emp,-764.3527323536396,-6.214608098422191
4.54,2.01,0.61,lit_emp,-764.4915274239938,-6.214608098422191
4.57,2.05,0.78,lit_emp,-763.5340464737125,-6.214608098422191
4.57,1.72,0.8,lit_emp,-764.2012850881157,-6.214608098422191
4.56,5.99,0.81,lit_emp,-764.5696983761881,-6.214608098422191
3.8,5.05,0.78,lit_emp,-763.892781893044,-6.214608098422191
4.17,2.26,0.69,lit_emp,-762.217266044189,-6.214608098422191
4.17,5.77,0.72,lit_emp,-762.0510736170025,-6.214608098422191
4.5,9.1,0.78,lit_emp,-763.2909419959636,-6.214608098422191
4.5,6.49,0.65,lit_emp,-763.1690855443054,-6.214608098422191
4.5,7.84,0.71,lit_emp,-762.3980502666215,-6.214608098422191
3.87,7.12,0.73,lit_emp,-762.9686805288821,-6.214608098422191
4.71,7.1,0.77,lit_emp,-763.864321880352,-6.214608098422191
4.52,7.1,0.67,lit_emp,-762.8186771980012,-6.214608098422191
4.34,6.31,0.66,lit_emp,-762.6788598989966,-6.214608098422191
4.34,5.47,0.76,lit_emp,-762.4584310726633,-6.214608098422191
3.83,3.01,0.69,lit_emp,-763.4674973729025,-6.214608098422191
4.19,2.77,0.75,lit_emp,-762.2215299170439,-6.214608098422191
4.11,1.27,0.65,lit_emp,-763.047915989039,-6.214608098422191
4.4,0.41,0.73,lit_emp,-762.2084224347121,-6.214608098422191
4.7,0.55,0.69,lit_emp,-763.2052261144888,-6.214608098422191
4.15,1.2,0.68,lit_emp,-762.37180995595,-6.214608098422191
4.15,1.34,0.68,lit_emp,-762.37180995595,-6.214608098422191
4.13,0.27,0.74,lit_emp,-762.1700965280736,-6.214608098422191
4.35,3.72,0.72,lit_emp,-762.094131005935,-6.214608098422191
4.25,5.25,0.66,lit_emp,-762.6504437433385,-6.214608098422191
4.25,2.3,0.68,lit_emp,-762.2956858698974,-6.214608098422191
4.25,3.25,0.75,lit_emp,-762.2221890896359,-6.214608098422191
4.23,4.73,0.66,lit_emp,-762.657499708049,-6.214608098422191
4.23,6.13,0.76,lit_emp,-762.363925620116,-6.214608098422191
4.23,5.22,0.79,lit_emp,-763.0653824352881,-6.214608098422191
4.31,8.27,0.77,lit_emp,-762.6160619588412,-6.214608098422191
4.31,4.3,0.75,lit_emp,-762.2654564927323,-6.214608098422191
4.22,2.19,0.71,lit_emp,-762.0378883212177,-6.214608098422191
4.33,7.56,0.76,lit_emp,-762.4442831045064,-6.214608098422191
4.59,6.21,0.67,lit_emp,-763.0312676603735,-6.214608098422191
4.59,6.81,0.75,lit_emp,-762.9547698712878,-6.214608098422191
4.56,10.43,0.77,lit_emp,-763.2350879310449,-6.214608098422191
4.4,10.43,0.64,lit_emp,-763.2299977145015,-6.214608098422191
4.73,14.03,0.75,lit_emp,-763.5517022466412,-6.214608098422191
4.04,16.21,0.65,lit_emp,-763.2364050729996,-6.214608098422191
4.04,15.8,0.79,lit_emp,-763.1919316176268,-6.214608098422191
4.29,12.98,0.71,lit_emp,-762.0465998827162,-6.214608098422191
4.55,11.23,0.68,lit_emp,-762.7587613630552,-6.214608098422191
4.55,16.3,0.78,lit_emp,-763.4604100430059,-6.214608098422191
4.55,19.42,0.71,lit_emp,-762.5454016243814,-6.214608098422191
4.55,18.69,0.71,lit_emp,-762.5454016243814,-6.214608098422191
4.29,19.45,0.67,lit_emp,-762.4581866114072,-6.214608098422191
4.3,20.67,0.66,lit_emp,-762.6543841231754,-6.214608098422191
4.3,20.32,0.75,lit_emp,-762.2554046594598,-6.214608098422191
3.96,22.69,0.8,lit_emp,-763.6856680156336,-6.214608098422191
3.96,16.07,0.64,lit_emp,-763.8258816333969,-6.214608098422191
4.73,20.46,0.61,lit_emp,-765.1637391832285,-6.214608098422191
4.25,17.6,0.72,lit_emp,-762.0222251602986,-6.214608098422191
3.91,18.39,0.71,lit_emp,-762.8096806410855,-6.214608098422191
3.91,19.23,0.72,lit_emp,-762.7689494539605,-6.214608098422191
3.88,20.29,0.78,lit_emp,-763.4656858518618,-6.214608098422191
3.88,19.71,0.78,lit_emp,-763.4656858518618,-6.214608098422191
4.33,17.59,0.78,lit_emp,-762.8858589868244,-6.214608098422191
3.9,14.99,0.67,lit_emp,-763.3834772343995,-6.214608098422191
4.76,14.8,0.66,lit_emp,-763.8904047246531,-6.214608098422191
4.27,16.57,0.71,lit_emp,-762.0381021748088,-6.214608098422191
4.27,18.55,0.75,lit_emp,-762.2320160690031,-6.214608098422191
4.26,18.3,0.65,lit_emp,-762.8780331476545,-6.214608098422191
4.49,18.3,0.7,lit_emp,-762.4073951408074,-6.214608098422191
4.14,17.42,0.66,lit_emp,-762.7539727838669,-6.214608098422191
4.38,19.59,0.68,lit_emp,-762.3795539505387,-6.214608098422191
4.15,14.39,0.69,lit_emp,-762.2417516834266,-6.214608098422191
4.15,13.86,0.69,lit_emp,-762.2417516834266,-6.214608098422191
4.45,16.45,0.77,lit_emp,-762.8900050152818,-6.214608098422191
4.42,17.56,0.75,lit_emp,-762.4464778391427,-6.214608098422191
3.83,18.51,0.72,lit_emp,-763.2133852389381,-6.214608098422191
5.28,17.12,0.7,lit_emp,-766.6700528866868,-6.214608098422191
4.07,18.76,0.76,lit_emp,-762.4910639631751,-6.214608098422191
4.07,18.07,0.7,lit_emp,-762.296032322565,-6.214608098422191
4.5,22.19,0.75,lit_emp,-762.6535013528735,-6.214608098422191
4.04,18.87,0.77,lit_emp,-762.7233907414558,-6.214608098422191
4.04,17.99,0.73,lit_emp,-762.2906273539691,-6.214608098422191
4.09,18.28,0.71,lit_emp,-762.1887186078859,-6.214608098422191
4.76,18.85,0.62,lit_emp,-764.945905989333,-6.214608098422191
4.22,17.6,0.62,lit_emp,-763.7902867570332,-6.214608098422191
4.22,17.26,0.68,lit_emp,-762.3049235913135,-6.214608098422191
3.91,14.8,0.78,lit_emp,-763.3346977729939,-6.214608098422191
4.82,15.83,0.73,lit_emp,-763.7655939355443,-6.214608098422191
3.69,15.67,0.76,lit_emp,-764.3964157398123,-6.214608098422191
4.44,15.91,0.75,lit_emp,-762.4925675911347,-6.214608098422191
4.44,17.3,0.67,lit_emp,-762.6312295541976,-6.214608098422191
4.41,14.77,0.69,lit_emp,-762.3103161613537,-6.214608098422191
4.47,14.44,0.75,lit_emp,-762.5688633677504,-6.214608098422191
4.47,14.51,0.78,lit_emp,-763.1996701572729,-6.214608098422191
3.94,13.27,0.73,lit_emp,-762.6311678837682,-6.214608098422191
3.82,15.62,0.83,lit_emp,-765.3499428939316,-6.214608098422191
4.12,15.94,0.74,lit_emp,-762.183163590833,-6.214608098422191
4.48,16.12,0.74,lit_emp,-762.4720867968103,-6.214608098422191
4.48,17.49,0.7,lit_emp,-762.3820957092029,-6.214608098422191
4.35,17.46,0.72,lit_emp,-762.094131005935,-6.214608098422191
4.46,11.58,0.74,lit_emp,-762.4197456400238,-6.214608098422191
4.64,10.65,0.73,lit_emp,-762.9255668961897,-6.214608098422191
4.1,12.93,0.75,lit_emp,-762.3068634763234,-6.214608098422191
4.1,14.89,0.7,lit_emp,-762.229735347611,-6.214608098422191
4.1,13.86,0.72,lit_emp,-762.1453167337273,-6.214608098422191
4.81,13.65,0.68,lit_emp,-763.8203623391792,-6.214608098422191
3.89,16.32,0.72,lit_emp,-762.8691823897522,-6.214608098422191
4.78,15.75,0.71,lit_emp,-763.4863649868254,-6.214608098422191
4.77,13.76,0.71,lit_emp,-763.4373263168532,-6.214608098422191
4.51,12.4,0.75,lit_emp,-762.6835201804375,-6.214608098422191
3.47,12.13,0.75,lit_emp,-766.8105688771786,-6.214608098422191
3.95,12.04,0.75,lit_emp,-762.7062213886194,-6.214608098422191
4.28,8.52,0.67,lit_emp,-762.4556830994903,-6.214608098422191
4.35,3.77,0.72,lit_emp,-762.094131005935,-6.214608098422191
3.91,0.25,0.68,lit_emp,-763.1474650335831,-6.214608098422191
3.91,4.56,0.76,lit_emp,-762.985651355472,-6.214608098422191
3.91,3.62,0.71,lit_emp,-762.8096806410855,-6.214608098422191
4.25,5.95,0.76,lit_emp,-762.3708068095735,-6.214608098422191
4.1,7.61,0.81,lit_emp,-763.7669523917453,-6.214608098422191
4.04,10.3,0.71,lit_emp,-762.310045705612,-6.214608098422191
4.04,6,0.79,lit_emp,-763.1919316176268,-6.214608098422191
4.04,8.19,0.82,lit_emp,-764.2390436617994,-6.214608098422191
3.95,8.24,0.67,lit_emp,-763.1327222149984,-6.214608098422191
4.57,6.53,0.69,lit_emp,-762.7131586499424,-6.214608098422191
4.41,10.2,0.76,lit_emp,-762.586572645866,-6.214608098422191
4.53,7.25,0.73,lit_emp,-762.5334141426192,-6.214608098422191
3.89,7.43,0.65,lit_emp,-763.9076968144881,-6.214608098422191
4.48,6.77,0.66,lit_emp,-762.901808077364,-6.214608098422191
4.48,9.39,0.7,lit_emp,-762.3820957092029,-6.214608098422191
4.49,8.43,0.68,lit_emp,-762.5930431255242,-6.214608098422191
4.49,7.32,0.72,lit_emp,-762.3740696048802,-6.214608098422191
4.66,8.79,0.8,lit_emp,-764.5850481285314,-6.214608098422191
3.79,9.56,0.79,lit_emp,-764.1745584391497,-6.214608098422191
3.81,8.59,0.74,lit_emp,-763.3512328953027,-6.214608098422191
3.81,10.26,0.7,lit_emp,-763.4812831813801,-6.214608098422191
4.51,13.03,0.75,lit_emp,-762.6835201804375,-6.214608098422191
4.51,15.06,0.7,lit_emp,-762.46079587577,-6.214608098422191
4.51,15.43,0.69,lit_emp,-762.5340022834133,-6.214608098422191
4.09,12.31,0.8,lit_emp,-763.4205592854472,-6.214608098422191
4.07,10.67,0.78,lit_emp,-762.8798784544014,-6.214608098422191
4.07,11.69,0.75,lit_emp,-762.359892914167,-6.214608098422191
4.07,12.02,0.67,lit_emp,-762.7019248548713,-6.214608098422191
4.07,15.95,0.71,lit_emp,-762.2327955315059,-6.214608098422191
4.07,16.69,0.76,lit_emp,-762.4910639631751,-6.214608098422191
4.07,15.39,0.76,lit_emp,-762.4910639631751,-6.214608098422191
3.76,12.8,0.76,lit_emp,-763.8451687202778,-6.214608098422191
4.52,9.97,0.67,lit_emp,-762.8186771980012,-6.214608098422191
4.52,14.34,0.63,lit_emp,-763.7616195574152,-6.214608098422191
4.2,9.3,0.6,lit_emp,-764.571941575801,-6.214608098422191
4.2,11.71,0.78,lit_emp,-762.7795347453747,-6.214608098422191
4.2,9.2,0.8,lit_emp,-763.3766408929779,-6.214608098422191
4.56,10.13,0.67,lit_emp,-762.934849538738,-6.214608098422191
4.18,13.17,0.76,lit_emp,-762.3679671911324,-6.214608098422191
3.99,13.67,0.79,lit_emp,-763.3076885834629,-6.214608098422191
4.35,15.76,0.8,lit_emp,-763.547440971887,-6.214608098422191
4.39,15.93,0.81,lit_emp,-764.0243741183542,-6.214608098422191
4.39,12.79,0.72,lit_emp,-762.1538648846243,-6.214608098422191
4.39,14.29,0.77,lit_emp,-762.7484855136685,-6.214608098422191
4.67,15.9,0.7,lit_emp,-763.0134744486714,-6.214608098422191
3.94,18.99,0.69,lit_emp,-762.853993825609,-6.214608098422191
3.9,18.17,0.73,lit_emp,-762.8135250212727,-6.214608098422191
4.46,20.44,0.68,lit_emp,-762.5228394541653,-6.214608098422191
4.46,20.53,0.68,lit_emp,-762.5228394541653,-6.214608098422191
4.46,21.82,0.85,lit_emp,-766.3476618105859,-6.214608098422191
4.67,21.83,0.68,lit_emp,-763.1839310898526,-6.214608098422191
4.67,18.89,0.75,lit_emp,-763.2779390302795,-6.214608098422191
4.67,20.78,0.68,lit_emp,-763.1839310898526,-6.214608098422191
4.25,21.83,0.65,lit_emp,-762.880163551208,-6.214608098422191
4.25,24.55,0.65,lit_emp,-762.880163551208,-6.214608098422191
4.25,26.16,0.76,lit_emp,-762.3708068095735,-6.214608098422191
4.71,25.01,0.74,lit_emp,-763.320071150706,-6.214608098422191
4.33,26.71,0.74,lit_emp,-762.1754870577636,-6.214608098422191
4.33,30.74,0.76,lit_emp,-762.4442831045064,-6.214608098422191
4.33,30.94,0.65,lit_emp,-762.8970492192772,-6.214608098422191
4.33,30.42,0.68,lit_emp,-762.3244180718533,-6.214608098422191
4.36,31.24,0.74,lit_emp,-762.2164243389562,-6.214608098422191
4.04,34.44,0.69,lit_emp,-762.4777203630556,-6.214608098422191
4.09,36.87,0.69,lit_emp,-762.3485891898682,-6.214608098422191
4.68,36.7,0.67,lit_emp,-763.3655559428018,-6.214608098422191
4.52,35,0.64,lit_emp,-763.4736819730718,-6.214608098422191
4.52,36.79,0.72,lit_emp,-762.4586697413026,-6.214608098422191
4.28,34.12,0.64,lit_emp,-763.1400509347627,-6.214608098422191
4.18,34.38,0.66,lit_emp,-762.6976854717802,-6.214608098422191
4.18,30.62,0.66,lit_emp,-762.6976854717802,-6.214608098422191
3.89,30.87,0.66,lit_emp,-763.6566987543027,-6.214608098422191
4.66,30.42,0.68,lit_emp,-763.1440201273945,-6.214608098422191
4.62,31.61,0.76,lit_emp,-763.2459578030504,-6.214608098422191
4.08,37.26,0.75,lit_emp,-762.3407950590927,-6.214608098422191
4.08,39.54,0.69,lit_emp,-762.3714248970331,-6.214608098422191
4.06,39.79,0.65,lit_emp,-763.1749362239857,-6.214608098422191
4.06,38.71,0.76,lit_emp,-762.5105405716387,-6.214608098422191
4.51,35.48,0.74,lit_emp,-762.5574994174473,-6.214608098422191
4.51,34.8,0.77,lit_emp,-763.0651008449988,-6.214608098422191
4.51,36.92,0.69,lit_emp,-762.5340022834133,-6.214608098422191
4.51,34.97,0.68,lit_emp,-762.6446018798686,-6.214608098422191
4.32,34.97,0.71,lit_emp,-762.0680342054615,-6.214608098422191
3.74,32.24,0.7,lit_emp,-764.0132750496255,-6.214608098422191
4.58,32.57,0.65,lit_emp,-763.3955307034375,-6.214608098422191
4.19,33.33,0.69,lit_emp,-762.1981445036803,-6.214608098422191
4.19,35.38,0.69,lit_emp,-762.1981445036803,-6.214608098422191
4.12,36.38,0.67,lit_emp,-762.588271731473,-6.214608098422191
4.12,38.16,0.81,lit_emp,-763.7526984870608,-6.214608098422191
4.29,39.05,0.8,lit_emp,-763.4495043576617,-6.214608098422191
4.29,37.1,0.76,lit_emp,-762.3985571899318,-6.214608098422191
4.29,36.27,0.73,lit_emp,-762.0668025910312,-6.214608098422191
4.29,36.22,0.62,lit_emp,-763.7664548776759,-6.214608098422191
4.17,37.99,0.7,lit_emp,-762.1247159299061,-6.214608098422191
4.22,38.75,0.76,lit_emp,-762.3622791454793,-6.214608098422191
3.81,38.95,0.73,lit_emp,-763.3285320592822,-6.214608098422191
4.06,36.98,0.63,lit_emp,-763.7548245676891,-6.214608098422191
4.71,35.72,0.61,lit_emp,-765.0792305466672,-6.214608098422191
4.87,33.64,0.63,lit_emp,-765.1731357769751,-6.214608098422191
4.43,32.84,0.67,lit_emp,-762.6122140997786,-6.214608098422191
3.93,35.93,0.67,lit_emp,-763.2277397560345,-6.214608098422191
3.93,38.7,0.68,lit_emp,-763.0469885108753,-6.214608098422191
4.52,35.23,0.71,lit_emp,-762.45429678441,-6.214608098422191
4.52,38.7,0.69,lit_emp,-762.5616153875158,-6.214608098422191
4.02,35.26,0.68,lit_emp,-762.6792195559324,-6.214608098422191
4.37,32.71,0.79,lit_emp,-763.2482966939941,-6.214608098422191
4.11,38.29,0.77,lit_emp,-762.6046501338062,-6.214608098422191
4.11,35.53,0.8,lit_emp,-763.4009506963467,-6.214608098422191
4.11,34.7,0.7,lit_emp,-762.2105367205104,-6.214608098422191
4.28,36.44,0.73,lit_emp,-762.0605699213592,-6.214608098422191
4.11,36.76,0.68,lit_emp,-762.4400157962923,-6.214608098422191
4.34,39.83,0.63,lit_emp,-763.4585445245,-6.214608098422191
4.34,38.52,0.66,lit_emp,-762.6788598989966,-6.214608098422191
4.28,38.33,0.57,lit_emp,-765.9007947009677,-6.214608098422191
4.28,35.31,0.7,lit_emp,-762.0899226480097,-6.214608098422191
4.57,38.26,0.74,lit_emp,-762.7521774970503,-6.214608098422191
3.81,38.36,0.67,lit_emp,-763.9506924333671,-6.214608098422191
4.38,36.72,0.7,lit_emp,-762.1830160852755,-6.214608098422191
3.97,39.32,0.78,lit_emp,-763.1175971140756,-6.214608098422191
3.97,39.62,0.75,lit_emp,-762.6328691036207,-6.214608098422191
4.25,39.97,0.75,lit_emp,-762.2221890896359,-6.214608098422191
4.25,39.96,0.69,lit_emp,-762.1718166982361,-6.214608098422191
4.25,38.29,0.72,lit_emp,-762.0222251602986,-6.214608098422191
4.25,39.83,0.83,lit_emp,-764.68562911875,-6.214608098422191
4.25,39.82,0.69,lit_emp,-762.1718166982361,-6.214608098422191
4.25,36.78,0.73,lit_emp,-762.0488881019609,-6.214608098422191
4.22,37.57,0.7,lit_emp,-762.0900229693483,-6.214608098422191
4.39,38.89,0.65,lit_emp,-762.9582568900736,-6.214608098422191
4.13,33.67,0.67,lit_emp,-762.5698940634956,-6.214608098422191
4.13,34.05,0.66,lit_emp,-762.7715207259075,-6.214608098422191
4.15,36.37,0.79,lit_emp,-763.06170500103,-6.214608098422191
4.38,39.1,0.66,lit_emp,-762.7214075196102,-6.214608098422191
4.38,38.41,0.74,lit_emp,-762.2490114935154,-6.214608098422191
3.84,36.94,0.74,lit_emp,-763.1664767741394,-6.214608098422191
3.84,39.69,0.61,lit_emp,-765.560860658821,-6.214608098422191
3.77,39.48,0.67,lit_emp,-764.25374313764,-6.214608098422191
4.38,35.03,0.7,lit_emp,-762.1830160852755,-6.214608098422191
4.38,35.03,0.71,lit_emp,-762.1409438338493,-6.214608098422191
3.87,33.87,0.69,lit_emp,-763.2187166047937,-6.214608098422191
4.24,33,0.67,lit_emp,-762.4578095404895,-6.214608098422191
4.02,34.84,0.74,lit_emp,-762.3920022955792,-6.214608098422191
4.02,36.46,0.75,lit_emp,-762.4773359733291,-6.214608098422191
3.94,36.77,0.81,lit_emp,-764.0824298002851,-6.214608098422191
4.74,39.39,0.67,lit_emp,-763.6235249791765,-6.214608098422191
4.81,35.09,0.67,lit_emp,-763.9571973184159,-6.214608098422191
4.81,30.82,0.66,lit_emp,-764.1308306861054,-6.214608098422191
4.77,30.55,0.66,lit_emp,-763.9371037679035,-6.214608098422191
4.27,32.26,0.63,lit_emp,-763.4369256982947,-6.214608098422191
4.61,31.1,0.67,lit_emp,-763.0998244172347,-6.214608098422191
4.61,32.73,0.69,lit_emp,-762.8499801038316,-6.214608098422191
4.63,30.57,0.69,lit_emp,-762.9233782861496,-6.214608098422191
4.61,25.95,0.72,lit_emp,-762.7597861068406,-6.214608098422191
4.46,20.95,0.7,lit_emp,-762.3343510037553,-6.214608098422191
4.11,20.35,0.69,lit_emp,-762.3072911873531,-6.214608098422191
4.11,20.91,0.75,lit_emp,-762.2919988207507,-6.214608098422191
4.03,21.73,0.73,lit_emp,-762.317607443828,-6.214608098422191
4.03,21.93,0.69,lit_emp,-762.5081142986148,-6.214608098422191
3.95,26.62,0.73,lit_emp,-762.5898323422514,-6.214608098422191
4.18,25.99,0.71,lit_emp,-762.060239392042,-6.214608098422191
4.18,26.55,0.64,lit_emp,-763.1980897160759,-6.214608098422191
4.18,23.3,0.7,lit_emp,-762.115167255828,-6.214608098422191
4.18,26.35,0.75,lit_emp,-762.2257645966208,-6.214608098422191
