alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
3.36,22.74,0.61,prag_emp,-546.2117324435113,-6.214608098422191
3.36,21.27,0.64,prag_emp,-546.3743660567479,-6.214608098422191
3.77,21.05,0.64,prag_emp,-545.9022125983207,-6.214608098422191
3.93,19.83,0.71,prag_emp,-548.9448366544722,-6.214608098422191
3.52,20.69,0.7,prag_emp,-546.6086691976652,-6.214608098422191
3.52,21.55,0.52,prag_emp,-548.4528378980432,-6.214608098422191
3.52,23.59,0.6,prag_emp,-545.7978658139158,-6.214608098422191
3.52,23.83,0.56,prag_emp,-547.3410300469817,-6.214608098422191
3.52,22.65,0.59,prag_emp,-545.9042747340502,-6.214608098422191
3.61,22.34,0.65,prag_emp,-545.0934166433751,-6.214608098422191
3.61,22.96,0.65,prag_emp,-545.0969651358721,-6.214608098422191
3.62,23.46,0.65,prag_emp,-545.1725047540106,-6.214608098422191
3.62,23.72,0.73,prag_emp,-547.1887799574956,-6.214608098422191
3.63,26.83,0.72,prag_emp,-547.5283577765348,-6.214608098422191
3.63,28.36,0.75,prag_emp,-550.1384531340437,-6.214608098422191
3.63,28.04,0.75,prag_emp,-549.951721915254,-6.214608098422191
3.63,29.08,0.74,prag_emp,-549.8656877197462,-6.214608098422191
3.36,28.06,0.66,prag_emp,-546.673748576015,-6.214608098422191
3.36,25.11,0.68,prag_emp,-546.0921113200593,-6.214608098422191
3.36,22.76,0.68,prag_emp,-546.3074708516975,-6.214608098422191
3.63,24.51,0.63,prag_emp,-545.6470370656788,-6.214608098422191
3.5,22.6,0.62,prag_emp,-545.2908544233302,-6.214608098422191
3.69,21.76,0.6,prag_emp,-545.9257529696077,-6.214608098422191
3.8,20.74,0.64,prag_emp,-546.1546581729469,-6.214608098422191
3.3,21.46,0.64,prag_emp,-547.0368345645612,-6.214608098422191
3.3,22.8,0.62,prag_emp,-546.7061948074173,-6.214608098422191
3.3,22.36,0.67,prag_emp,-546.95041088604,-6.214608098422191
3.94,20.15,0.75,prag_emp,-551.0094900337701,-6.214608098422191
3.94,22.62,0.73,prag_emp,-549.7379194225174,-6.214608098422191
3.74,21.81,0.63,prag_emp,-545.7362003433147,-6.214608098422191
3.74,24.09,0.61,prag_emp,-546.6975918238435,-6.214608098422191
3.74,21,0.64,prag_emp,-545.7149265262864,-6.214608098422191
3.74,23.14,0.65,prag_emp,-545.7794839545235,-6.214608098422191
3.74,21.2,0.66,prag_emp,-545.7730282890436,-6.214608098422191
3.47,22.25,0.61,prag_emp,-545.5444451413258,-6.214608098422191
3.51,22.25,0.64,prag_emp,-545.1250098281905,-6.214608098422191
3.51,21.47,0.69,prag_emp,-545.9688613219457,-6.214608098422191
3.51,22.48,0.61,prag_emp,-545.4310912545357,-6.214608098422191
3.43,22.85,0.64,prag_emp,-545.3866423303838,-6.214608098422191
3.43,21.31,0.62,prag_emp,-545.7906142785539,-6.214608098422191
3.45,23.26,0.68,prag_emp,-545.5514558254355,-6.214608098422191
3.45,23.46,0.61,prag_emp,-545.6634514888522,-6.214608098422191
3.45,20.16,0.6,prag_emp,-546.274847797892,-6.214608098422191
3.44,21.3,0.54,prag_emp,-547.7250884975206,-6.214608098422191
3.78,23.16,0.58,prag_emp,-547.6843580506585,-6.214608098422191
3.78,21.55,0.59,prag_emp,-546.7663979088131,-6.214608098422191
3.78,17.12,0.67,prag_emp,-548.5838814291078,-6.214608098422191
3.78,21.27,0.65,prag_emp,-545.9660997401891,-6.214608098422191
3.78,24.08,0.65,prag_emp,-546.3754551555926,-6.214608098422191
3.77,22.67,0.63,prag_emp,-546.0792284630882,-6.214608098422191
3.56,21.48,0.59,prag_emp,-545.807650008916,-6.214608098422191
3.56,20.2,0.64,prag_emp,-545.5872213680739,-6.214608098422191
3.56,18.78,0.64,prag_emp,-546.4830436586363,-6.214608098422191
3.56,22.05,0.62,prag_emp,-545.2308723386054,-6.214608098422191
3.56,24.16,0.65,prag_emp,-545.1432202354626,-6.214608098422191
3.82,23.38,0.59,prag_emp,-547.8340339215428,-6.214608098422191
3.82,20.83,0.64,prag_emp,-546.3074695926176,-6.214608098422191
3.88,18.15,0.58,prag_emp,-547.9240538940318,-6.214608098422191
3.94,17.44,0.6,prag_emp,-548.5395142652485,-6.214608098422191
3.44,19.36,0.56,prag_emp,-547.4378835906001,-6.214608098422191
3.44,21.12,0.62,prag_emp,-545.7811848922203,-6.214608098422191
3.44,20.39,0.59,prag_emp,-546.404541719807,-6.214608098422191
3.44,26.42,0.71,prag_emp,-546.6804334250264,-6.214608098422191
3.68,23.55,0.68,prag_emp,-545.6671797617038,-6.214608098422191
3.7,25.02,0.68,prag_emp,-546.1261054026583,-6.214608098422191
3.47,26.13,0.69,prag_emp,-545.9380945765383,-6.214608098422191
3.47,26.18,0.69,prag_emp,-545.9512394292594,-6.214608098422191
3.47,22.1,0.6,prag_emp,-545.7401307347939,-6.214608098422191
3.42,24.29,0.62,prag_emp,-545.7091385762466,-6.214608098422191
3.42,22.22,0.6,prag_emp,-545.9819777225047,-6.214608098422191
3.42,21.41,0.63,prag_emp,-545.7746593602833,-6.214608098422191
3.57,21.66,0.63,prag_emp,-545.1650580649078,-6.214608098422191
3.57,26.31,0.65,prag_emp,-545.8313708723446,-6.214608098422191
3.27,24.37,0.68,prag_emp,-547.0679618242397,-6.214608098422191
3.27,27.9,0.72,prag_emp,-548.640447856477,-6.214608098422191
3.26,25.43,0.6,prag_emp,-547.6860333999118,-6.214608098422191
3.38,25.17,0.56,prag_emp,-548.103976790278,-6.214608098422191
3.38,22.4,0.54,prag_emp,-548.1847468780201,-6.214608098422191
3.38,20.37,0.55,prag_emp,-547.8695872987944,-6.214608098422191
3.38,22.23,0.63,prag_emp,-545.883066806427,-6.214608098422191
3.87,19.2,0.63,prag_emp,-547.0674414783344,-6.214608098422191
3.87,18.22,0.58,prag_emp,-547.8211645439821,-6.214608098422191
3.87,16.99,0.66,prag_emp,-548.8858063109176,-6.214608098422191
3.87,22.2,0.66,prag_emp,-546.8688261053362,-6.214608098422191
3.87,21.64,0.64,prag_emp,-546.7983328196001,-6.214608098422191
3.87,22.15,0.64,prag_emp,-546.8706595348888,-6.214608098422191
3.47,22.26,0.62,prag_emp,-545.398371921477,-6.214608098422191
3.47,19.27,0.66,prag_emp,-546.8406618479486,-6.214608098422191
3.91,18.96,0.64,prag_emp,-547.5408804263161,-6.214608098422191
3.44,19.64,0.66,prag_emp,-546.7814260732046,-6.214608098422191
3.58,22.38,0.67,prag_emp,-545.209171275155,-6.214608098422191
3.58,23.93,0.72,prag_emp,-546.6126649036876,-6.214608098422191
3.58,24.99,0.73,prag_emp,-547.249011770526,-6.214608098422191
3.58,23.48,0.67,prag_emp,-545.1758498551262,-6.214608098422191
3.58,19.89,0.59,prag_emp,-546.0324393222372,-6.214608098422191
3.58,20.4,0.63,prag_emp,-545.4634315784399,-6.214608098422191
3.58,21.49,0.7,prag_emp,-546.1298465503229,-6.214608098422191
3.48,21.16,0.73,prag_emp,-547.874014395421,-6.214608098422191
3.94,19.34,0.59,prag_emp,-548.1206990915996,-6.214608098422191
3.94,18.99,0.61,prag_emp,-547.8834975928341,-6.214608098422191
3.52,19.68,0.57,prag_emp,-546.6402556046123,-6.214608098422191
3.52,18.11,0.57,prag_emp,-547.461927791061,-6.214608098422191
3.52,20.28,0.57,prag_emp,-546.4886206172168,-6.214608098422191
3.49,20.21,0.65,prag_emp,-545.9141645517806,-6.214608098422191
3.49,19.19,0.66,prag_emp,-546.7667582871812,-6.214608098422191
3.49,20.22,0.66,prag_emp,-546.0302348898424,-6.214608098422191
3.49,20.14,0.66,prag_emp,-546.0783556367562,-6.214608098422191
3.49,22.54,0.7,prag_emp,-546.030831971914,-6.214608098422191
3.49,25.28,0.65,prag_emp,-545.3733416530404,-6.214608098422191
3.54,24.49,0.69,prag_emp,-545.57539669441,-6.214608098422191
3.54,27.21,0.66,prag_emp,-546.0861420476812,-6.214608098422191
3.54,27.1,0.66,prag_emp,-546.0351358307942,-6.214608098422191
3.54,22.81,0.68,prag_emp,-545.3392406426397,-6.214608098422191
3.54,22.11,0.68,prag_emp,-545.4513983468028,-6.214608098422191
3.43,24.42,0.62,prag_emp,-545.6891514943107,-6.214608098422191
3.43,22.63,0.54,prag_emp,-547.9730050682049,-6.214608098422191
3.43,21.77,0.54,prag_emp,-547.8144370084776,-6.214608098422191
3.56,19.88,0.54,prag_emp,-547.3983590767727,-6.214608098422191
3.56,22.08,0.67,prag_emp,-545.2560992998132,-6.214608098422191
3.56,24.89,0.67,prag_emp,-545.3419089745199,-6.214608098422191
3.6,22.71,0.6,prag_emp,-545.7169427016295,-6.214608098422191
3.6,21.58,0.63,prag_emp,-545.1886956670826,-6.214608098422191
3.6,23.6,0.72,prag_emp,-546.6342995202884,-6.214608098422191
3.6,21.39,0.65,prag_emp,-545.2020019158903,-6.214608098422191
3.6,22.07,0.65,prag_emp,-545.0962927045364,-6.214608098422191
3.6,19.9,0.62,prag_emp,-545.6760809552688,-6.214608098422191
3.49,22.86,0.65,prag_emp,-545.1196045586482,-6.214608098422191
3.49,23.69,0.66,prag_emp,-545.1408713003804,-6.214608098422191
3.49,25.25,0.62,prag_emp,-545.7760814616324,-6.214608098422191
3.38,26.3,0.57,prag_emp,-548.148423044581,-6.214608098422191
3.53,25.11,0.63,prag_emp,-545.546980768386,-6.214608098422191
3.53,21.48,0.62,prag_emp,-545.315447471367,-6.214608098422191
3.54,23.21,0.62,prag_emp,-545.287102368706,-6.214608098422191
3.48,23.39,0.62,prag_emp,-545.3778821118858,-6.214608098422191
3.48,21.9,0.67,prag_emp,-545.502523563647,-6.214608098422191
3.49,21.92,0.61,prag_emp,-545.4956787635956,-6.214608098422191
3.49,23.42,0.66,prag_emp,-545.1376728925127,-6.214608098422191
3.81,21.52,0.67,prag_emp,-546.3584910751554,-6.214608098422191
3.81,18.56,0.57,prag_emp,-547.481565473942,-6.214608098422191
3.81,23.21,0.67,prag_emp,-546.4785877481959,-6.214608098422191
3.34,20.68,0.58,prag_emp,-547.4138598767353,-6.214608098422191
3.74,20.85,0.7,prag_emp,-546.7242899745811,-6.214608098422191
3.74,21.79,0.66,prag_emp,-545.712822049608,-6.214608098422191
3.47,24.89,0.66,prag_emp,-545.3115840461955,-6.214608098422191
3.59,24.05,0.65,prag_emp,-545.1807660274604,-6.214608098422191
3.36,21.29,0.57,prag_emp,-547.2862352011775,-6.214608098422191
3.36,22.54,0.63,prag_emp,-546.0060430292518,-6.214608098422191
3.36,24,0.62,prag_emp,-546.0506568715156,-6.214608098422191
3.36,22.34,0.67,prag_emp,-546.2443923022352,-6.214608098422191
3.36,23.6,0.67,prag_emp,-545.9722739579062,-6.214608098422191
3.36,23.06,0.63,prag_emp,-545.937208648898,-6.214608098422191
3.38,22.55,0.63,prag_emp,-545.8252605114287,-6.214608098422191
3.38,20.8,0.7,prag_emp,-547.5685916896995,-6.214608098422191
3.38,22.42,0.64,prag_emp,-545.8103240241678,-6.214608098422191
3.33,21.67,0.63,prag_emp,-546.5584984933798,-6.214608098422191
3.39,21.8,0.63,prag_emp,-545.8999481631291,-6.214608098422191
3.39,23.98,0.71,prag_emp,-546.7271089864979,-6.214608098422191
3.39,24.94,0.69,prag_emp,-546.0709966634323,-6.214608098422191
3.39,25.25,0.64,prag_emp,-545.7626238370837,-6.214608098422191
3.39,22.92,0.65,prag_emp,-545.6480906404552,-6.214608098422191
3.39,22.16,0.7,prag_emp,-546.774782108176,-6.214608098422191
3.25,19.97,0.59,prag_emp,-548.9296732001565,-6.214608098422191
3.58,20.84,0.61,prag_emp,-545.4912365667117,-6.214608098422191
3.58,19.5,0.58,prag_emp,-546.34386546866,-6.214608098422191
3.58,19.31,0.57,prag_emp,-546.6192189095459,-6.214608098422191
3.58,19.66,0.61,prag_emp,-545.8623877953047,-6.214608098422191
3.51,20.55,0.56,prag_emp,-546.7653038889028,-6.214608098422191
3.51,22.82,0.6,prag_emp,-545.6705003770936,-6.214608098422191
3.51,22.23,0.57,prag_emp,-546.4898684084225,-6.214608098422191
3.37,25.41,0.71,prag_emp,-546.8706247187348,-6.214608098422191
3.64,23.66,0.67,prag_emp,-545.35543821554,-6.214608098422191
3.31,23.16,0.7,prag_emp,-547.3084450753854,-6.214608098422191
3.31,24.91,0.63,prag_emp,-546.4465464192463,-6.214608098422191
3.55,24.73,0.63,prag_emp,-545.4563722969534,-6.214608098422191
3.47,21.63,0.67,prag_emp,-545.6369040929291,-6.214608098422191
3.48,23.69,0.6,prag_emp,-545.857808716199,-6.214608098422191
3.48,20.25,0.61,prag_emp,-545.9455686466548,-6.214608098422191
3.48,22.22,0.56,prag_emp,-546.905587529206,-6.214608098422191
3.3,22.49,0.61,prag_emp,-546.8857792871278,-6.214608098422191
3.9,21.52,0.61,prag_emp,-547.49467091974,-6.214608098422191
3.9,24.42,0.55,prag_emp,-551.5785177628811,-6.214608098422191
3.91,24.24,0.74,prag_emp,-550.3226063125301,-6.214608098422191
3.91,21.39,0.63,prag_emp,-547.2920389939695,-6.214608098422191
3.95,22.44,0.61,prag_emp,-548.4433558393652,-6.214608098422191
3.37,22.93,0.62,prag_emp,-545.9640309764264,-6.214608098422191
3.37,24.42,0.64,prag_emp,-545.777044378711,-6.214608098422191
3.37,23.98,0.6,prag_emp,-546.3910577327492,-6.214608098422191
3.67,25.03,0.62,prag_emp,-546.296265997603,-6.214608098422191
3.59,24.33,0.68,prag_emp,-545.4214488912855,-6.214608098422191
3.59,24.45,0.61,prag_emp,-545.900219645507,-6.214608098422191
3.59,22.54,0.71,prag_emp,-546.2536924597832,-6.214608098422191
3.59,22.35,0.62,prag_emp,-545.253965840332,-6.214608098422191
3.39,21.7,0.55,prag_emp,-547.6532322273287,-6.214608098422191
3.7,19.92,0.63,prag_emp,-545.7893938535732,-6.214608098422191
3.76,20.61,0.69,prag_emp,-546.5988354705737,-6.214608098422191
3.77,18.05,0.6,prag_emp,-547.0595126755942,-6.214608098422191
3.77,19.95,0.61,prag_emp,-546.2510222207533,-6.214608098422191
3.51,18.54,0.55,prag_emp,-547.6381253356118,-6.214608098422191
3.55,16.3,0.55,prag_emp,-549.3617613085187,-6.214608098422191
4.09,14.82,0.63,prag_emp,-552.6699427829361,-6.214608098422191
4.09,15.56,0.53,prag_emp,-551.9591580671689,-6.214608098422191
4.09,14.89,0.58,prag_emp,-552.1174314358475,-6.214608098422191
3.85,14.65,0.59,prag_emp,-551.1463164489419,-6.214608098422191
3.93,16.65,0.64,prag_emp,-549.2733927299155,-6.214608098422191
3.93,19.05,0.65,prag_emp,-547.7780603446178,-6.214608098422191
3.93,21,0.6,prag_emp,-547.9597512132053,-6.214608098422191
3.17,23.82,0.59,prag_emp,-549.1661515700424,-6.214608098422191
3.17,22.95,0.56,prag_emp,-550.0702877156447,-6.214608098422191
3.92,23.81,0.6,prag_emp,-549.0047234522283,-6.214608098422191
3.92,24.47,0.67,prag_emp,-548.211137191121,-6.214608098422191
3.92,20.47,0.67,prag_emp,-547.550334832544,-6.214608098422191
3.92,19.76,0.65,prag_emp,-547.458718485659,-6.214608098422191
3.92,23.4,0.73,prag_emp,-549.6297479284599,-6.214608098422191
3.92,23.47,0.65,prag_emp,-547.8028724913808,-6.214608098422191
3.92,26.84,0.59,prag_emp,-551.7100308252676,-6.214608098422191
3.64,26.83,0.67,prag_emp,-546.3652366272559,-6.214608098422191
3.64,25.48,0.66,prag_emp,-545.7678953500093,-6.214608098422191
3.64,24.32,0.67,prag_emp,-545.4678270990721,-6.214608098422191
3.64,24.75,0.65,prag_emp,-545.548427324889,-6.214608098422191
3.52,24.45,0.68,prag_emp,-545.3713162415958,-6.214608098422191
3.45,24.47,0.66,prag_emp,-545.3126472924254,-6.214608098422191
3.45,24.47,0.64,prag_emp,-545.3552515742039,-6.214608098422191
3.45,25.6,0.64,prag_emp,-545.6063411441021,-6.214608098422191
3.38,23.31,0.77,prag_emp,-550.5338134453428,-6.214608098422191
3.4,25.25,0.65,prag_emp,-545.6442372387883,-6.214608098422191
3.4,26.23,0.61,prag_emp,-546.5692499994311,-6.214608098422191
3.4,23.95,0.62,prag_emp,-545.7686599593274,-6.214608098422191
3.4,22.91,0.63,prag_emp,-545.6292033728811,-6.214608098422191
3.4,24.2,0.62,prag_emp,-545.7986510302978,-6.214608098422191
3.4,22.73,0.65,prag_emp,-545.6009870874838,-6.214608098422191
3.4,22.74,0.64,prag_emp,-545.5950597776455,-6.214608098422191
3.4,22.74,0.63,prag_emp,-545.6446493610655,-6.214608098422191
3.32,21.97,0.7,prag_emp,-547.6266471361165,-6.214608098422191
3.39,23.37,0.7,prag_emp,-546.4449623727107,-6.214608098422191
3.62,24.11,0.67,prag_emp,-545.3463185741917,-6.214608098422191
3.62,22,0.62,prag_emp,-545.3027849298625,-6.214608098422191
3.62,20.07,0.62,prag_emp,-545.6119507240235,-6.214608098422191
3.62,22.34,0.61,prag_emp,-545.4899066723949,-6.214608098422191
3.62,20.43,0.53,prag_emp,-547.8608773621352,-6.214608098422191
3.52,22.09,0.71,prag_emp,-546.4158723193178,-6.214608098422191
3.52,23.5,0.59,prag_emp,-546.0726102506754,-6.214608098422191
3.52,20.67,0.59,prag_emp,-545.9468671867037,-6.214608098422191
3.52,21.64,0.67,prag_emp,-545.4321794280922,-6.214608098422191
3.54,23.73,0.67,prag_emp,-545.1637681598627,-6.214608098422191
3.54,24.26,0.65,prag_emp,-545.1422852236263,-6.214608098422191
3.54,25.25,0.66,prag_emp,-545.3539673353282,-6.214608098422191
3.54,25.74,0.58,prag_emp,-547.3906151098456,-6.214608098422191
3.54,23.17,0.65,prag_emp,-545.0312865680108,-6.214608098422191
3.67,19.77,0.57,prag_emp,-546.5890304310583,-6.214608098422191
3.67,21.51,0.6,prag_emp,-545.8078897318699,-6.214608098422191
3.77,21.38,0.68,prag_emp,-546.2387360975155,-6.214608098422191
3.77,20.19,0.63,prag_emp,-546.0547254540026,-6.214608098422191
3.75,20.92,0.61,prag_emp,-546.0344335167997,-6.214608098422191
3.75,22.12,0.61,prag_emp,-546.1466083502062,-6.214608098422191
3.75,20.32,0.59,prag_emp,-546.4260067244438,-6.214608098422191
3.49,23.46,0.65,prag_emp,-545.1077254271715,-6.214608098422191
3.53,28.48,0.74,prag_emp,-549.0104155913006,-6.214608098422191
3.53,28.71,0.74,prag_emp,-549.1320718462387,-6.214608098422191
3.53,28.86,0.66,prag_emp,-546.9360085358563,-6.214608098422191
3.53,29.78,0.66,prag_emp,-547.511521648292,-6.214608098422191
3.53,30.4,0.67,prag_emp,-547.8870307217193,-6.214608098422191
3.53,28.73,0.68,prag_emp,-546.9004283602148,-6.214608098422191
3.31,27.76,0.63,prag_emp,-547.2104226593414,-6.214608098422191
3.4,28.36,0.68,prag_emp,-546.7196547033274,-6.214608098422191
3.4,28.25,0.7,prag_emp,-547.0751758919564,-6.214608098422191
3.66,27.3,0.67,prag_emp,-546.7469081816427,-6.214608098422191
3.7,27.32,0.7,prag_emp,-547.5315774228114,-6.214608098422191
3.56,27.83,0.69,prag_emp,-546.677988614453,-6.214608098422191
3.56,26.62,0.74,prag_emp,-548.2572607540591,-6.214608098422191
3.56,28.25,0.68,prag_emp,-546.7456016614982,-6.214608098422191
3.2,26.44,0.62,prag_emp,-548.2411587558156,-6.214608098422191
3.78,26.08,0.64,prag_emp,-547.4241320287576,-6.214608098422191
3.69,22.55,0.69,prag_emp,-545.8881800574046,-6.214608098422191
3.69,23.79,0.72,prag_emp,-547.0005287206891,-6.214608098422191
3.69,24.63,0.7,prag_emp,-546.3893696510353,-6.214608098422191
3.69,25.88,0.6,prag_emp,-547.5417532507846,-6.214608098422191
3.69,23.52,0.66,prag_emp,-545.5149431272531,-6.214608098422191
3.69,23.81,0.64,prag_emp,-545.6402692489111,-6.214608098422191
3.58,21.32,0.61,prag_emp,-545.4211960753604,-6.214608098422191
3.69,19.9,0.63,prag_emp,-545.7640151545141,-6.214608098422191
3.69,22.95,0.58,prag_emp,-546.8376790428351,-6.214608098422191
3.69,19.39,0.56,prag_emp,-546.9748950724814,-6.214608098422191
3.69,20.1,0.67,prag_emp,-546.0227708012872,-6.214608098422191
3.69,19.93,0.64,prag_emp,-545.7650824197106,-6.214608098422191
3.69,22.95,0.55,prag_emp,-548.1524452251831,-6.214608098422191
3.69,20.59,0.62,prag_emp,-545.6309687338367,-6.214608098422191
3.69,17.12,0.59,prag_emp,-547.6562826238065,-6.214608098422191
3.69,18.64,0.6,prag_emp,-546.4777285609126,-6.214608098422191
3.69,21.98,0.6,prag_emp,-545.9563393187369,-6.214608098422191
3.69,21.24,0.63,prag_emp,-545.4694693508665,-6.214608098422191
3.56,22.06,0.67,prag_emp,-545.2598288820686,-6.214608098422191
3.56,21.09,0.64,prag_emp,-545.2596913774363,-6.214608098422191
3.67,21.38,0.67,prag_emp,-545.5441466487023,-6.214608098422191
3.67,21.47,0.61,prag_emp,-545.6114378741707,-6.214608098422191
3.65,24.39,0.61,prag_emp,-546.1576175877799,-6.214608098422191
3.65,25.47,0.71,prag_emp,-546.7180797286528,-6.214608098422191
3.52,25.61,0.63,prag_emp,-545.7097702305418,-6.214608098422191
3.52,25.67,0.64,prag_emp,-545.5780708153018,-6.214608098422191
3.52,24.34,0.61,prag_emp,-545.728603044455,-6.214608098422191
3.52,22.22,0.57,prag_emp,-546.4787214059775,-6.214608098422191
3.58,25.56,0.57,prag_emp,-547.9121268083827,-6.214608098422191
3.69,27.74,0.63,prag_emp,-547.7604562529156,-6.214608098422191
3.5,27.72,0.6,prag_emp,-547.585557007022,-6.214608098422191
3.43,24.63,0.63,prag_emp,-545.5659763573335,-6.214608098422191
3.43,24.99,0.69,prag_emp,-545.8545455634879,-6.214608098422191
3.43,24.99,0.62,prag_emp,-545.8165979535449,-6.214608098422191
3.43,21.53,0.66,prag_emp,-545.7797380623625,-6.214608098422191
3.49,24.68,0.59,prag_emp,-546.4434153422447,-6.214608098422191
3.49,25,0.66,prag_emp,-545.2964540732457,-6.214608098422191
3.62,25.65,0.65,prag_emp,-545.7691043179177,-6.214608098422191
3.62,22.99,0.69,prag_emp,-545.613907839296,-6.214608098422191
3.62,22.15,0.62,prag_emp,-545.3067120663254,-6.214608098422191
3.62,22.98,0.71,prag_emp,-546.2588819645808,-6.214608098422191
3.45,23.23,0.64,prag_emp,-545.2656073657103,-6.214608098422191
3.45,26.62,0.66,prag_emp,-545.8074512699449,-6.214608098422191
3.64,29.02,0.72,prag_emp,-548.7652741655608,-6.214608098422191
3.64,31.72,0.65,prag_emp,-549.8861367327916,-6.214608098422191
